title,released,gf_score,metascore,genre,description,cover_art_url,title_id
Fat Princess: Piece of Cake,2014-11-25,,68,Puzzle,"Fat Princess: Piece of Cake is a match-three puzzle game set in the whimsical Fat Princess universe. Players swap and match colorful tiles to unleash attacks against enemies in a blend of puzzle-solving and light strategy. The game features a campaign mode where players battle through various challenges, recruit heroes, and collect powerful items. With its charming art style and accessible gameplay, it combines the addictive nature of match-three mechanics with RPG progression elements, allowing players to level up characters and unlock new abilities as they advance through increasingly difficult stages.",https://images.launchbox-app.com/0a351a2e-01c3-4061-9780-6b50035dec20.png,PCSF00612
Fate Extella,2017-01-17,,71,Action,"Fate/Extella: The Umbral Star brings the Fate universe to hack-and-slash action. Players control powerful Servants in large-scale battles across digital landscapes, commanding armies and unleashing devastating Noble Phantasms. The story follows three factions competing for control of the Moon Cell Automaton and the Holy Grail. Features multiple playable Servants including Nero, Tamamo, and Altera, each with unique movesets and special attacks. Battle through hordes of enemies, capture sectors, and experience a branching narrative with multiple story routes exploring different perspectives of the conflict.",,PCSB01030
Fate/EXTELLA,2017-01-17,,71,Action,"Command legendary heroes in fast-paced hack-and-slash combat across the Moon Cell's digital landscape. Players control Servants from the Fate universe, each with unique abilities and Noble Phantasms, battling through hordes of enemies in large-scale warfare. The story follows the aftermath of the Moon Cell Holy Grail War as three factions vie for control. Features multiple playable characters, combo-heavy combat systems, and territory conquest mechanics that blend action with strategic elements.",,PCSG00600
Fate/EXTELLA LINK,2019-03-19,,72,Action,,,PCSB01243
Fate/EXTELLA LINK,2019-03-19,,72,Action,,,PCSE01254
Fate/EXTELLA LINK,2019-03-19,,72,Action,,,PCSG01091
Fate/EXTELLA LINK Original Soundtrack,,,,,,,PCSE01359
Fate/Extella: The Umbral Star,2017-01-17,,71,Action,"Players take control of Servants in high-speed arena battles across the fragmented virtual world of SE.RA.PH. As Nero Claudius or other legendary heroes from the Fate universe, warriors engage in fast-paced hack-and-slash combat against massive armies. The story follows the aftermath of the Moon Cell Holy Grail War, where three factions vie for control of the digital realm. Players execute devastating combos, summon powerful Noble Phantasms, and command armies while uncovering the mystery behind the fracturing virtual space and the enigmatic Regalia artifacts.",,PCSE00928
Fate/hollow ataraxia,2014-11-27,,,Visual Novel,"Players return to Fuyuki City in this visual novel sequel to Fate/stay night. The story takes place half a year after the Fifth Holy Grail War, exploring a seemingly peaceful yet mysterious timeloop. Experience slice-of-life interactions with beloved characters during the day, while uncovering darker mysteries at night. Features multiple story paths, character routes, and an engaging narrative that expands the Fate universe with new perspectives on familiar heroes and masters.",,PCSG00386
Fate/Stay Night [Realta Nua],2012-11-29,,,"Visual Novel, Adventure","Experience the complete Fate/stay night story in this definitive edition of Type-Moon's legendary visual novel. Follow high school student Shirou Emiya as he's drawn into the Holy Grail War, a battle royale between mages and their summoned Heroic Spirits. Navigate three distinct story routes—Fate, Unlimited Blade Works, and Heaven's Feel—each offering unique perspectives on the war and deepening relationships with different heroines. Make critical choices that determine alliances, uncover dark secrets behind the Grail, and shape the fate of all involved in this epic tale of magic, sacrifice, and heroism.",,PCSG00122
Fate/stay night [Realta Nua] 体験版,,,,Visual Novel,,,PCSG90061
Fernz Gate,2017-12-21,,,Role-Playing,"Fernz Gate is a fantasy RPG where players journey through a mysterious world after being summoned from modern-day Earth. Battle monsters in turn-based combat, recruit allies to join your party, and uncover the secrets of this strange realm. Explore dungeons, complete quests, and strengthen your characters through a traditional leveling system. The game features multiple endings based on player choices and relationships built with companions throughout the adventure.",https://images.launchbox-app.com/bab19213-16fb-4d1d-b4e9-0ad8507e800c.png,PCSE01282
FEZ,2013-03-27,,89,"Puzzle, Platform","A dimensional puzzle-platformer where players rotate between 2D and 3D perspectives to solve environmental puzzles and explore a mysterious world. As Gomez, a 2D creature who discovers the third dimension, you navigate through a surreal landscape filled with cryptic symbols, hidden rooms, and mind-bending spatial challenges. The game features a non-linear structure that encourages exploration and discovery, with secrets that span across multiple dimensions. Its unique perspective-shifting mechanic transforms seemingly impossible obstacles into solvable puzzles, while its retro pixel art aesthetic and atmospheric soundtrack create an enchanting experience.",https://images.launchbox-app.com/9f88a034-17f5-4cdb-bf25-50f4ea8d5fca.jpg,PCSB00456
Fez,2013-03-25,,89,"Puzzle, Platform","Gomez lives in a peaceful 2D village until a mysterious artifact reveals the existence of a third dimension. Armed with a magical fez hat that allows him to rotate the world 90 degrees, he embarks on a mind-bending journey through impossible architecture and ancient ruins. Solve perspective-based puzzles, decode cryptic languages, discover hidden rooms, and collect golden cubes across a beautifully pixelated world where 2D and 3D reality collide. Every surface hides secrets waiting to be uncovered through careful observation and dimensional manipulation.",https://images.launchbox-app.com/9f88a034-17f5-4cdb-bf25-50f4ea8d5fca.jpg,PCSE00404
Fieldrunners 2,2012-07-26,,79,Strategy,"Fieldrunners 2 is a tower defense strategy game where players must stop waves of enemy units from reaching the exit by strategically placing defensive towers along their path. The game features multiple tower types with unique abilities, expansive battlefields with branching paths, and challenging enemy varieties that require careful planning and quick thinking. Players earn resources by defeating enemies, which can be used to build new towers or upgrade existing defenses. With its refined gameplay mechanics, varied level designs, and intense strategic depth, the game challenges players to master the art of defensive warfare across numerous missions.",https://images.launchbox-app.com/cb0babf5-57bf-4379-99b8-6ab3c2d3949b.jpg,PCSB00481
Fieldrunners 2,2012-07-26,,79,Strategy,"Fieldrunners 2 is a tower defense strategy game where players must stop waves of enemy units from reaching the exit by strategically placing defensive towers along their path. The game features multiple tower types with unique abilities, expansive battlefields with branching paths, and challenging enemy varieties that require careful planning and quick thinking. Players earn resources by defeating enemies, which can be used to build new towers or upgrade existing defenses. With its refined gameplay mechanics, varied level designs, and intense strategic depth, the game challenges players to master the art of defensive warfare across numerous missions.",https://images.launchbox-app.com/cb0babf5-57bf-4379-99b8-6ab3c2d3949b.jpg,PCSE00266
FIFA 13,2012-09-25,,68,Sports,"FIFA 13 brings the beautiful game to your hands with authentic team play and individual brilliance. Experience precision dribbling with Complete Dribble Control, outthink opponents with First Touch mechanics that add realism to ball reception, and master tactical defending. Match Day creates dynamic environments that mirror real-world football with authentic chants and atmosphere. Career Mode lets you manage your club to glory, while FIFA Ultimate Team allows you to build your dream squad. Touch controls optimize the experience for portable play, delivering the depth and authenticity of the FIFA franchise on the go.",https://images.launchbox-app.com/b86d0eff-e763-4393-89aa-b91e8a70b131.jpg,PCSB00170
FIFA 13,2012-09-25,,68,Sports,"FIFA 13 brings the beautiful game to your hands with authentic team play and individual brilliance. Experience precision dribbling with Complete Dribble Control, outthink opponents with First Touch mechanics that add realism to ball reception, and master tactical defending. Match Day creates dynamic environments that mirror real-world football with authentic chants and atmosphere. Career Mode lets you manage your club to glory, while FIFA Ultimate Team allows you to build your dream squad. Touch controls optimize the experience for portable play, delivering the depth and authenticity of the FIFA franchise on the go.",https://images.launchbox-app.com/b86d0eff-e763-4393-89aa-b91e8a70b131.jpg,PCSE00093
FIFA 13 (FR),2012-09-25,,,Sports,"FIFA 13 brings the beautiful game to PlayStation Vita with touch-screen controls and portable soccer action. Players experience authentic team management, refined ball control, and strategic gameplay across multiple modes including Career Mode and Ultimate Team. The game features updated rosters, real-world leagues, and EA Sports' signature presentation, delivering console-quality football in a handheld format with both local and online multiplayer capabilities.",,PCSB00171
FIFA 13 WORLD CLASS SOCCER,2012-09-25,,69,Sports,"FIFA 13 brings the beautiful game to PS Vita with authentic football action. Features full teams from major leagues worldwide, enhanced touch controls for shooting and passing, and FIFA's signature gameplay mechanics optimized for handheld play. Career Mode lets you manage your favorite club through multiple seasons, while head-to-head matches deliver competitive football on the go. The game includes updated rosters and real player likenesses for an immersive soccer experience.",,PCSG00107
FIFA 14,2013-09-24,,68,Sports,"FIFA 14 brings authentic soccer action to PS Vita with updated teams, players, and kits from leagues around the world. The game features multiple modes including Career Mode, where players manage their favorite club through seasons of competition, and Ultimate Team, allowing fans to build custom squads. Enhanced touch controls take advantage of the Vita's capabilities, while improved AI creates more realistic player behavior and tactical depth on the pitch.",,PCSB00339
FIFA 14,2013-09-24,,68,Sports,"FIFA 14 brings authentic soccer action to PS Vita with updated teams, players, and kits from leagues around the world. The game features multiple modes including Career Mode, where players manage their favorite club through seasons of competition, and Ultimate Team, allowing fans to build custom squads. Enhanced touch controls take advantage of the Vita's capabilities, while improved AI creates more realistic player behavior and tactical depth on the pitch.",,PCSE00263
FIFA 14 (FR),2013-09-24,,,Sports,"FIFA 14 brings the beautiful game to PS Vita with authentic football action. Players experience realistic matches with updated teams, refined ball physics, and tactical gameplay. The game features multiple modes including career mode, tournaments, and quick matches. Improved AI and responsive controls deliver an engaging portable football simulation with licensed teams and players from leagues around the world.",,PCSB00340
FIFA 14 WORLD CLASS SOCCER,2013-09-24,,68,Sports,"FIFA 14 brings the beautiful game to PlayStation Vita with updated rosters, refined gameplay mechanics, and authentic football action. Experience fast-paced matches featuring clubs and national teams from around the world. The game includes multiple modes such as career, tournament, and quick match options. Players can build their ultimate team, compete in various leagues, and enjoy realistic ball physics and player movements. Touch controls enhance the portable experience, allowing precise passing and shooting. Whether managing a club through seasons or jumping into exhibition matches, FIFA 14 delivers comprehensive football simulation on the go.",,PCSG00201
FIFA 15,2014-09-23,,71,Sports,"FIFA 15 brings authentic football action to PlayStation Vita with updated teams, players, and kits from the 2014-15 season. Experience responsive touch controls, multiple game modes including Career Mode and Ultimate Team, and enhanced graphics that capture the intensity of real-world matches. Build your dream squad, compete in leagues worldwide, and take football on the go with portable gameplay that maintains the series' signature realism and depth. Master new tactical systems and refined mechanics as you chase championship glory across Europe's top competitions.",https://images.launchbox-app.com/8af558e8-4a1f-4c2e-b2b0-b14ad3a0a59f.png,PCSB00603
FIFA 15,2014-09-23,,71,Sports,"FIFA 15 brings authentic football action to PlayStation Vita with updated teams, players, and kits from the 2014-15 season. Experience responsive touch controls, multiple game modes including Career Mode and Ultimate Team, and enhanced graphics that capture the intensity of real-world matches. Build your dream squad, compete in leagues worldwide, and take football on the go with portable gameplay that maintains the series' signature realism and depth. Master new tactical systems and refined mechanics as you chase championship glory across Europe's top competitions.",https://images.launchbox-app.com/8af558e8-4a1f-4c2e-b2b0-b14ad3a0a59f.png,PCSB00607
FIFA 15,2014-09-23,,71,Sports,"FIFA 15 brings authentic football action to PlayStation Vita with updated teams, players, and kits from the 2014-15 season. Experience responsive touch controls, multiple game modes including Career Mode and Ultimate Team, and enhanced graphics that capture the intensity of real-world matches. Build your dream squad, compete in leagues worldwide, and take football on the go with portable gameplay that maintains the series' signature realism and depth. Master new tactical systems and refined mechanics as you chase championship glory across Europe's top competitions.",https://images.launchbox-app.com/8af558e8-4a1f-4c2e-b2b0-b14ad3a0a59f.png,PCSE00481
FIFA 15,2014-09-23,,71,Sports,"FIFA 15 brings authentic football action to PlayStation Vita with updated teams, players, and kits from the 2014-15 season. Experience responsive touch controls, multiple game modes including Career Mode and Ultimate Team, and enhanced graphics that capture the intensity of real-world matches. Build your dream squad, compete in leagues worldwide, and take football on the go with portable gameplay that maintains the series' signature realism and depth. Master new tactical systems and refined mechanics as you chase championship glory across Europe's top competitions.",https://images.launchbox-app.com/8af558e8-4a1f-4c2e-b2b0-b14ad3a0a59f.png,PCSE00482
FIFA 15,2014-09-23,,71,Sports,"FIFA 15 brings authentic football action to PlayStation Vita with updated teams, players, and kits from the 2014-15 season. Experience responsive touch controls, multiple game modes including Career Mode and Ultimate Team, and enhanced graphics that capture the intensity of real-world matches. Build your dream squad, compete in leagues worldwide, and take football on the go with portable gameplay that maintains the series' signature realism and depth. Master new tactical systems and refined mechanics as you chase championship glory across Europe's top competitions.",https://images.launchbox-app.com/8af558e8-4a1f-4c2e-b2b0-b14ad3a0a59f.png,PCSG00404
FIFA 15 (Italian),2014-09-23,,,Sports,"FIFA 15 brings authentic football action to PlayStation Vita with updated rosters, teams, and kits from the 2014-15 season. Players experience refined gameplay mechanics, improved ball physics, and responsive controls as they compete in various modes including Career Mode, Ultimate Team, and quick matches. The game features leagues and clubs from around the world, allowing fans to control their favorite teams and players in portable football simulation. Enhanced AI and tactical depth provide challenging matches whether playing against the computer or friends in multiplayer modes.",,PCSB00605
Fifty Words by POWGI,2016-07-12,,,Puzzle,"Fifty Words by POWGI challenges players with word search puzzles featuring hidden words scattered across a grid of letters. The game offers fifty unique puzzles, each with its own theme and set of words to discover. Players trace letters horizontally, vertically, or diagonally to reveal words from the provided list. With a clean, minimalist presentation and touch-screen support, the game provides a straightforward word-finding experience. Progress tracking shows which words remain to be found, helping players complete each puzzle systematically.",https://images.launchbox-app.com/b5fe0823-5447-4c9d-8046-577917f18ffe.png,PCSB01397
Fifty Words by POWGI,2016-07-12,,,Puzzle,"Fifty Words by POWGI challenges players with word search puzzles featuring hidden words scattered across a grid of letters. The game offers fifty unique puzzles, each with its own theme and set of words to discover. Players trace letters horizontally, vertically, or diagonally to reveal words from the provided list. With a clean, minimalist presentation and touch-screen support, the game provides a straightforward word-finding experience. Progress tracking shows which words remain to be found, helping players complete each puzzle systematically.",https://images.launchbox-app.com/b5fe0823-5447-4c9d-8046-577917f18ffe.png,PCSE01431
Fifty Words by POWGI,2016-07-12,,,Puzzle,"Fifty Words by POWGI challenges players with word search puzzles featuring hidden words scattered across a grid of letters. The game offers fifty unique puzzles, each with its own theme and set of words to discover. Players trace letters horizontally, vertically, or diagonally to reveal words from the provided list. With a clean, minimalist presentation and touch-screen support, the game provides a straightforward word-finding experience. Progress tracking shows which words remain to be found, helping players complete each puzzle systematically.",https://images.launchbox-app.com/b5fe0823-5447-4c9d-8046-577917f18ffe.png,PCSH10211
Fill-a-Pix: Phil's Epic Adventure,,,,Puzzle,,https://images.launchbox-app.com/329af9ff-31d9-4d8a-8bf2-6839be5978f2.png,PCSB01246
Fill-a-Pix: Phil's Epic Adventure,,,,Puzzle,,https://images.launchbox-app.com/329af9ff-31d9-4d8a-8bf2-6839be5978f2.png,PCSE01255
FINAL FANTASY X HD Remaster,2014-05-06,,82,Role-Playing,"Return to the world of Spira in this stunning high-definition remaster of the beloved classic. Follow Tidus, a star blitzball player, as he journeys with summoner Yuna and her guardians to defeat the seemingly unstoppable Sin. Experience turn-based battles, collect powerful aeons, and unlock the intricate sphere grid system. This definitive version features enhanced graphics, remastered soundtrack, and additional content including the International and PAL versions' Dark Aeons and expert sphere grid. Explore vibrant environments from Besaid to Zanarkand while uncovering the mysteries of Spira's endless cycle.",https://images.launchbox-app.com/4efcee4c-9cfc-4269-8943-02085eb1e238.png,PCSB00395
FINAL FANTASY X HD Remaster,2014-05-06,,82,Role-Playing,"Return to the world of Spira in this stunning high-definition remaster of the beloved classic. Follow Tidus, a star blitzball player, as he journeys with summoner Yuna and her guardians to defeat the seemingly unstoppable Sin. Experience turn-based battles, collect powerful aeons, and unlock the intricate sphere grid system. This definitive version features enhanced graphics, remastered soundtrack, and additional content including the International and PAL versions' Dark Aeons and expert sphere grid. Explore vibrant environments from Besaid to Zanarkand while uncovering the mysteries of Spira's endless cycle.",https://images.launchbox-app.com/4efcee4c-9cfc-4269-8943-02085eb1e238.png,PCSE00293
FINAL FANTASY X HD Remaster,2014-05-06,,82,Role-Playing,"Return to the world of Spira in this stunning high-definition remaster of the beloved classic. Follow Tidus, a star blitzball player, as he journeys with summoner Yuna and her guardians to defeat the seemingly unstoppable Sin. Experience turn-based battles, collect powerful aeons, and unlock the intricate sphere grid system. This definitive version features enhanced graphics, remastered soundtrack, and additional content including the International and PAL versions' Dark Aeons and expert sphere grid. Explore vibrant environments from Besaid to Zanarkand while uncovering the mysteries of Spira's endless cycle.",https://images.launchbox-app.com/4efcee4c-9cfc-4269-8943-02085eb1e238.png,PCSG00219
FINAL FANTASY X HD Remaster,2014-05-06,,82,Role-Playing,"Return to the world of Spira in this stunning high-definition remaster of the beloved classic. Follow Tidus, a star blitzball player, as he journeys with summoner Yuna and her guardians to defeat the seemingly unstoppable Sin. Experience turn-based battles, collect powerful aeons, and unlock the intricate sphere grid system. This definitive version features enhanced graphics, remastered soundtrack, and additional content including the International and PAL versions' Dark Aeons and expert sphere grid. Explore vibrant environments from Besaid to Zanarkand while uncovering the mysteries of Spira's endless cycle.",https://images.launchbox-app.com/4efcee4c-9cfc-4269-8943-02085eb1e238.png,PCSH00042
Final Fantasy X-2 HD Remaster,2014-03-18,,,Role-Playing,Return to Spira in this remastered sequel where Yuna takes center stage as a sphere hunter. Switch between multiple dresspheres mid-battle to unleash different abilities and combat styles. Explore a world transformed by peace as you uncover the mystery behind a sphere containing footage of someone who looks like Tidus. Master the Active Time Battle system enhanced with the Garment Grid for unprecedented tactical flexibility.,https://images.launchbox-app.com/e3c54ee0-396b-4e88-8725-9a927c777e21.jpg,PCSB00394
FINAL FANTASY X-2 HD Remaster,2014-03-18,,77,Role-Playing,"Return to Spira in this HD remaster of the sequel to Final Fantasy X. Players control Yuna as she embarks on a globe-trotting adventure to find Tidus, now working as a sphere hunter alongside Rikku and Paine. The game features an evolved ATB battle system with the Dressphere job-changing mechanic, allowing real-time class switching during combat. Explore familiar locations transformed by two years of peace, uncover ancient machina secrets through sphere hunting, and experience multiple endings based on your choices. Enhanced visuals, remastered audio, and additional content including the Creature Creator system and Last Mission tower.",https://images.launchbox-app.com/e3c54ee0-396b-4e88-8725-9a927c777e21.jpg,PCSE00283
FINAL FANTASY X-2 HD Remaster,2014-03-18,,77,Role-Playing,"Return to Spira in this HD remaster of the sequel to Final Fantasy X. Players control Yuna as she embarks on a globe-trotting adventure to find Tidus, now working as a sphere hunter alongside Rikku and Paine. The game features an evolved ATB battle system with the Dressphere job-changing mechanic, allowing real-time class switching during combat. Explore familiar locations transformed by two years of peace, uncover ancient machina secrets through sphere hunting, and experience multiple endings based on your choices. Enhanced visuals, remastered audio, and additional content including the Creature Creator system and Last Mission tower.",https://images.launchbox-app.com/e3c54ee0-396b-4e88-8725-9a927c777e21.jpg,PCSG00220
Final Fantasy X-2 HD Remaster,2014-03-18,,,Role-Playing,Return to Spira in this remastered sequel where Yuna takes center stage as a sphere hunter. Switch between multiple dresspheres mid-battle to unleash different abilities and combat styles. Explore a world transformed by peace as you uncover the mystery behind a sphere containing footage of someone who looks like Tidus. Master the Active Time Battle system enhanced with the Garment Grid for unprecedented tactical flexibility.,https://images.launchbox-app.com/e3c54ee0-396b-4e88-8725-9a927c777e21.jpg,PCSH00101
Final Horizon,2014-12-09,,,"Tower Defense, Strategy","Final Horizon is a tower defense strategy game set on a hostile alien planet. Players command a small band of colonists who must defend their settlement against waves of alien creatures. Build defensive structures, deploy military units, and harness advanced technology to protect the colony. The game features a dynamic camera system that allows seamless zooming from strategic overhead views down to ground-level combat. With roguelike elements and procedurally generated missions, each playthrough presents unique tactical challenges across varied planetary environments.",https://images.launchbox-app.com/8a6cacc2-0813-4ced-8945-cbcfe58ba746.jpg,PCSB00523
Final Horizon,2014-12-09,,,"Tower Defense, Strategy","Final Horizon is a tower defense strategy game set on a hostile alien planet. Players command a small band of colonists who must defend their settlement against waves of alien creatures. Build defensive structures, deploy military units, and harness advanced technology to protect the colony. The game features a dynamic camera system that allows seamless zooming from strategic overhead views down to ground-level combat. With roguelike elements and procedurally generated missions, each playthrough presents unique tactical challenges across varied planetary environments.",https://images.launchbox-app.com/8a6cacc2-0813-4ced-8945-cbcfe58ba746.jpg,PCSE00504
Fireworks,,,,,,https://images.launchbox-app.com/2108d763-954d-4b86-850a-ec8b2e79faae.jpg,PCSA00037
Fireworks,,,,,,https://images.launchbox-app.com/2108d763-954d-4b86-850a-ec8b2e79faae.jpg,PCSF00035
Fireworks™,2018-09-18,,,Puzzle,,,PCSC00018
Flame Over,2015-02-17,,68,Action,"Flame Over is a roguelike firefighting action game where players take control of Blaze Carruthers, a heroic firefighter battling procedurally generated blazes. Navigate through randomly structured buildings, rescue survivors, and extinguish fires while managing limited water supplies and oxygen levels. Each run presents unique challenges as flames spread dynamically, requiring quick thinking and strategic use of firefighting equipment. Permadeath raises the stakes, making every decision critical. The game features fast-paced gameplay with risk-reward mechanics, encouraging players to explore deeper into burning structures for higher scores and better equipment.",https://images.launchbox-app.com/bbacb458-5fa8-43fd-9aa2-9bb1b8e44bd0.png,PCSB00656
Flame Over,2015-02-17,,68,Action,"Flame Over is a roguelike firefighting action game where players take control of Blaze Carruthers, a heroic firefighter battling procedurally generated blazes. Navigate through randomly structured buildings, rescue survivors, and extinguish fires while managing limited water supplies and oxygen levels. Each run presents unique challenges as flames spread dynamically, requiring quick thinking and strategic use of firefighting equipment. Permadeath raises the stakes, making every decision critical. The game features fast-paced gameplay with risk-reward mechanics, encouraging players to explore deeper into burning structures for higher scores and better equipment.",https://images.launchbox-app.com/bbacb458-5fa8-43fd-9aa2-9bb1b8e44bd0.png,PCSE00566
Flickr,,,,,,,PCSA00046
Flickr,,,,,,,PCSC80001
Flickr,,,,,,,PCSF00122
Floating Cloud God Saves the Pilgrims in HD!,2012-02-22,,77,"Action, Shooter",,https://images.launchbox-app.com/3e8be512-1824-453f-9061-509056ad767a.png,PCSB00328
Floral flowlove,,,,,,,PCSG01202
flOw,2013-02-22,,70,Action,"Players guide a simple aquatic organism through a surreal underwater world, absorbing smaller creatures to grow and evolve. The organism flows gracefully through abstract ocean environments, avoiding larger predators while consuming plankton and other lifeforms. Each consumed creature adds segments to the player's organism, creating longer, more complex forms. The game features minimalist visuals with glowing organisms against dark depths, accompanied by ambient music that responds to player actions. Motion controls allow intuitive navigation through the tranquil yet mysterious aquatic realm.",https://images.launchbox-app.com/cdd7d560-4c80-49dc-9620-dd885143635e.png,PCSA00135
flOw,2013-02-22,,70,Action,"Players guide a simple aquatic organism through a surreal underwater world, absorbing smaller creatures to grow and evolve. The organism flows gracefully through abstract ocean environments, avoiding larger predators while consuming plankton and other lifeforms. Each consumed creature adds segments to the player's organism, creating longer, more complex forms. The game features minimalist visuals with glowing organisms against dark depths, accompanied by ambient music that responds to player actions. Motion controls allow intuitive navigation through the tranquil yet mysterious aquatic realm.",https://images.launchbox-app.com/cdd7d560-4c80-49dc-9620-dd885143635e.png,PCSC00061
Flower,2013-02-22,,85,Adventure,"Players control the wind as it guides flower petals through lush landscapes in this meditative experience. Each level begins with a single flower, and by flying through other flowers, players collect their petals while gradually transforming barren environments into vibrant meadows. The game emphasizes fluid motion and emotional journey over traditional objectives, using motion controls to navigate through dreamlike valleys, fields, and ruins. Simple mechanics create an atmospheric exploration that shifts from serene pastoral scenes to more dramatic moments.",https://images.launchbox-app.com/aaa802a4-15c4-4877-8d58-d23a2b2c16e8.png,PCSA00114
Flower,2013-02-22,,85,Adventure,"Players control the wind as it guides flower petals through lush landscapes in this meditative experience. Each level begins with a single flower, and by flying through other flowers, players collect their petals while gradually transforming barren environments into vibrant meadows. The game emphasizes fluid motion and emotional journey over traditional objectives, using motion controls to navigate through dreamlike valleys, fields, and ruins. Simple mechanics create an atmospheric exploration that shifts from serene pastoral scenes to more dramatic moments.",https://images.launchbox-app.com/aaa802a4-15c4-4877-8d58-d23a2b2c16e8.png,PCSF00349
FLOWERS,2014-04-18,,,"Visual Novel, Adventure","FLOWERS is a Japanese visual novel that follows the story of Suoh Shirahane, a timid girl attending Saint Angraecum Academy, an all-girls Catholic school. Players unravel mysteries surrounding the school while developing relationships with other students through branching narrative choices. The game features beautiful artwork, multiple endings, and explores themes of friendship, mystery, and personal growth in a distinctive yuri context.",,PCSG00459
Flowers Le volume sur ete,2014-09-25,,,"Visual Novel, Adventure",,,PCSG00739
Flowers Le volume sur hiver,2017-02-17,,,"Visual Novel, Adventure",The fourth and final chapter in the Flowers visual novel series follows the intertwining stories of students at Saint Angraecum Academy during winter. Players uncover mysteries and navigate complex relationships through branching narrative choices. This yuri-themed mystery adventure combines detective elements with character-driven storytelling as secrets from previous seasons come to light. The winter tale brings the quartet of seasonal stories to their emotional conclusion.,,PCSG01187
Flowery,,,,,,,PCSC00044
Flyhunter Origins,2013,,58,"Platform, Action","Players take control of Zak, a clumsy janitor working aboard a spaceship who accidentally jettisons the ship's prized cargo of insects into space. To redeem himself, Zak must travel across alien worlds to recapture the escaped bugs using his trusty fly swatter and special abilities. The game features colorful 3D environments, puzzle-solving elements, and platforming challenges as players guide Zak through various exotic locations in his quest to recover the lost specimens and save his job.",https://images.launchbox-app.com/e133b6a7-ab1a-4093-817c-af62420c2fc4.jpg,PCSB00382
Flying Hamster HD,2014-08-12,,,"Action, Shooter","Flying Hamster HD is a side-scrolling shoot 'em up featuring Newton the hamster on a quest to save his girlfriend. Players navigate through colorful levels filled with enemies and obstacles, collecting power-ups and coins while battling bizarre bosses. The game combines classic arcade shooting mechanics with whimsical humor and hand-drawn graphics. Features include multiple weapons, challenging levels across diverse environments, and fast-paced action that tests reflexes. The HD version enhances the original with improved visuals and performance optimized for the Vita platform.",https://images.launchbox-app.com/d67d19e9-9314-4840-a50c-d1d635983b60.jpg,PCSB00240
Flying Hamster HD,2014-08-12,,,"Action, Shooter","Flying Hamster HD is a side-scrolling shoot 'em up featuring Newton the hamster on a quest to save his girlfriend. Players navigate through colorful levels filled with enemies and obstacles, collecting power-ups and coins while battling bizarre bosses. The game combines classic arcade shooting mechanics with whimsical humor and hand-drawn graphics. Features include multiple weapons, challenging levels across diverse environments, and fast-paced action that tests reflexes. The HD version enhances the original with improved visuals and performance optimized for the Vita platform.",https://images.launchbox-app.com/d67d19e9-9314-4840-a50c-d1d635983b60.jpg,PCSE00257
Foosball 2012,2012-02-22,,,Sports,,https://images.launchbox-app.com/9fb98097-62f4-4042-9ae7-a04dadb87072.png,PCSB00160
Foosball 2012,2012-02-22,,,Sports,,https://images.launchbox-app.com/9fb98097-62f4-4042-9ae7-a04dadb87072.png,PCSE00039
Football Game,,,,,,https://images.launchbox-app.com/d3617e50-0c90-4df3-b89e-b0bf5e5572c5.png,PCSB01408
Football Manager Classic 2014,2014-01-11,,78,"Sports, Simulation","Football Manager Classic 2014 brings the acclaimed football management simulation to PS Vita with a streamlined interface designed for portable play. You take control of your favorite club, managing tactics, transfers, training, and matchday decisions as you guide your team through the season. The game features real players and clubs from leagues around the world, offering deep strategic gameplay with an emphasis on tactical prowess and squad building. Whether you're on the touchline or on the go, you shape your team's destiny through calculated decisions and long-term planning.",https://images.launchbox-app.com/fc037b0b-ef43-46ee-8127-fe1c41d9fb39.jpg,PCSB00357
forma.8,2018-02-27,,71,"Action, Adventure","forma.8 is a unique take on the classic Metroidvania genre. As a small exploration probe lost on the surface of an alien planet, you navigate through atmospheric environments solving puzzles and battling enemies. The game features a distinctive visual style with a physics-based movement system that gives the probe a floaty, momentum-driven feel. You'll uncover the secrets of an ancient civilization while searching for powerful artifacts that enhance your abilities, allowing access to new areas in this interconnected world filled with mysterious creatures and environmental hazards.",https://images.launchbox-app.com/d9769d28-902d-4ebf-a805-55d5f020fead.png,PCSB00527
Forma.8,2016-02-23,,73,"Action, Adventure","Forma.8 is an atmospheric exploration game set on a distant alien world. Players control a small probe navigating through beautifully crafted caverns filled with ancient secrets and hostile creatures. The game combines Metroidvania-style exploration with physics-based puzzles, requiring players to unlock new abilities to access previously unreachable areas. Its minimalist art style and ambient soundtrack create a haunting, solitary experience as the probe uncovers the mysteries of a lost civilization while battling against dangerous indigenous life forms and environmental hazards.",https://images.launchbox-app.com/d9769d28-902d-4ebf-a805-55d5f020fead.png,PCSE00797
Fort Defense,,,,,,https://images.launchbox-app.com/d0cb9103-86be-473b-9831-50a0175c5238.png,PCSB00388
Fort Defense,,,,,,https://images.launchbox-app.com/d0cb9103-86be-473b-9831-50a0175c5238.png,PCSE00321
Fort Defense North Menace,,,,,,https://images.launchbox-app.com/7e986c5a-e578-44ae-8d61-6c5d57e3023f.png,PCSB00472
Fortissimo,,,,,,,PCSG01131
FORTUNE STREET DRAGON QUEST ＆ FINAL FANTASY 30th ANNIVERSARY DEMO,,,,,,,PCSH10066
