title,release,gf_score,metascore,genre,description,cover_art_url
Whomp 'Em,1991-03,3.67,,Action,"Whomp 'Em, the North American version of the Japanese game Saiyūki World 2: Tenjōkai no Majin(西遊記ワールド2 天上界の魔神, lit. ""Saiyūki World 2: Evil Spirit of Heaven"")(1990), is a platform video game released on the NESin March 1991.",https://gamefaqs.akamaized.net/box/9/1/7/49917_front.jpg
Gradius,1986-12,3.67,,Action,"Gradius (Japanese: グラディウス Hepburn: Guradiusu)is a horizontally scrolling shoot 'em up video gamedeveloped and published by Konami. The first game in the Gradius series, it was originally released as a coin-operated arcade game in 1985. The player maneuvers a spacecraft known as the Vic Viper that must defend itself from the various alien enemies. The game uses a power-up system called the ""power meter"", based upon collecting capsules to purchase additional weapons.",https://gamefaqs.akamaized.net/box/7/8/4/37784_front.jpg
Little Ninja Brothers,1990-12,3.66,,Role-Playing,"Little Ninja Brothers, known in Japan as Super Chinese 2 (スーパーチャイニーズ2), is a 1989 video game developed and published by Culture Brainfor the Nintendo Entertainment System in 1989 in Japan, 1990 in the United States, and 1991 in Europe. It is the second game in the Super Chineseseries.",https://gamefaqs.akamaized.net/box/3/7/5/49375_front.jpg
Princess Tomato in the Salad Kingdom,1991-02,3.66,,Adventure,"Princess Tomato in the Salad Kingdom (サラダの国のトマト姫 Sarada no Kuni no Tomato Hime) is a video game by Hudson Softoriginally released in 1984 for the NEC PC-8801, NEC PC-6001, FM-7 and MSXJapanese home computers.",https://gamefaqs.akamaized.net/box/5/4/6/49546_front.jpg
Bubble Bobble Part 2,1993-08,3.66,,Action,"Bubble Bobble Part 2 (バブルボブル2) is a game in the Bubble Bobble series. While it was never released in the arcade, two versions of the game were developed independently from each other (for the NES and Game Boy formats), with each game receiving a different story line as a result. The Game Boy version is known in Japan as Bubble Bobble Junior (バブルボブルジュニア).",https://gamefaqs.akamaized.net/box/3/8/8/38388_front.jpg
Adventure Island 3,1992-09,3.66,,Action,"Adventure Island 3 (高橋名人の冒険島Ⅲ Takahashi Meijin no Bōken Jima Surī, ""Great Takahashi's Adventure Island III"") is a side-scrolling platform gamepublished by Hudson Softthat was originally released for the Nintendo Entertainment System in 1992. It is the third game in the Adventure Islandreleased for the NES, following Adventure Island II. A portable version was also released for the Game Boyin 1993 titled Takahashi Meijin no Bouken Jima III, renamed to Adventure Island II: Aliens in Paradise outside of Japan.",https://gamefaqs.akamaized.net/box/8/5/2/48852_front.jpg
Super Spike V'Ball,1990-02,3.66,,Sports,"The NES version features several key differences from the arcade game. In the NES version the player can now select their teams. The available pairs in the single player mode are: George and Murphy, the default well-balanced team; Al and John, powerful, but slow players with poor defensive skills; Billy and Jimmy (the heroes of the Double Dragon series), defensive players with poor spiking power; and Ed and Michael, fast players with average hitting power. The NES game features a tournament mode against the CPU that can be played alone or with another player, and a competitive mode that allows up to four players.",https://gamefaqs.akamaized.net/box/7/6/9/49769_front.jpg
Gyruss,1989-02,3.66,,Action,"Gyruss (ジャイラスJairasu) is a fixed shooterarcade game designed by Yoshiki Okamoto and released by Konami in 1983. Gyruss was initially licensed to Centuri in the United States for dedicated machines, before Konami released their own self-distributed conversion kits for the game. Parker Brothers released contemporary ports for home systems. An enhanced version for the Family Computer Disk System was released in 1988, which was released to the North American Nintendo Entertainment System in early 1989.",https://gamefaqs.akamaized.net/box/6/1/5/41615_front.jpg
Gun.Smoke,1988-02,3.66,,Action,"Gun.Smoke is a 1985vertical scrolling shooterarcade game by Capcom.This Wild West-themed game was designed by Yoshiki Okamoto. Gun.Smoke centers on a character named Billy Bob in the NES version, a bounty hunter who is after vicious criminals of the Wild West.",https://gamefaqs.akamaized.net/box/1/6/0/23160_front.jpg
Takahashi Meijin no Bouken Jima IV,1994-06-24,3.66,,Action,"Master Takahashi's Adventure Island IV (高橋名人の冒険島Ⅳ ""Takahashi Meijin no Bōken Jima IV"") is a 1994 platform gamereleased by Hudson Soft for the Family Computer; it was the final game released for the console, 9 years before its discontinuation in 2003. The game was never released outside of Japan.",https://gamefaqs.akamaized.net/box/6/2/0/42620_front.jpg
Kabuki Quantum Fighter,1991-01,3.66,,Action,"Kabuki: Quantum Fighter(地獄極楽丸 Jigoku Gokurakumaru) is a 2D action platformer video game developed by Human Entertainment and published by the defunct American publishing arm of HAL Laboratory for the Nintendo Entertainment System. It was originally released on December 21, 1990, in Japan and was released in January 1991 for the North American market before being released in Europe on February 20, 1992.",https://gamefaqs.akamaized.net/box/2/9/9/49299_front.jpg
Tecmo Bowl,1989-02,3.66,,Sports,"Tecmo Bowl (Japanese: テクモボウル Hepburn: Tekumo Bōru) is an American football video game developed and released by Tecmo. Originally released as an arcade game in 1987, the game featured a large dual screen cabinet and allowed up to four players to compete in a match between two fictitious teams. A portfor the Nintendo Entertainment System was released in 1989 and was the first console game to include real NFL players, via a license from the NFLPA. A Game Boy version developed by Sculptured Software followed in 1991. The NES version of the game was extremely popular, spawning various sequels, starting with 1991's Tecmo Super Bowl. The NES game has also been cited by various media outlets as one of the best sports video games ever made. Both the NES and arcade versions have also been re-released (sans the NFLPA license) for various platforms, including mobile phones, the Virtual Console, the NES Classic Edition and Nintendo Switch.",https://gamefaqs.akamaized.net/box/8/4/5/46845_front.jpg
Xexyz,1990-04,3.66,,Action,"Xexyz (pronounced zeks'-zees/zeks'-iz), known in Japan as Kame no Ongaeshi - Urashima Densetsu (亀の恩返し〜ウラシマ伝説〜 Turtle's Repayment: Urashima Legend), is a 1988 video game published by Hudson Soft for the Nintendo Entertainment System.The game was released in Japan on August 26, 1988, and saw a North American release sometime in April, 1990. The game was never released in Europe and the game is not playable on PAL consoles.",https://gamefaqs.akamaized.net/box/9/4/9/49949_front.jpg
Crash 'n' the Boys: Street Challenge,1992-10,3.65,,Sports,"Crash 'n' the Boys: Street Challenge, released in Japan as Bikkuri Nekketsu Shin Kiroku! Harukanaru Kin Medal (びっくり熱血新記録！はるかなる金メダル, lit. ""The Astonishing New Records of Nekketsu! Distant Gold Medal"") is a 1992 sports game for the NES by Technos Japan Corp. A Game Boy version of the game was also released in Japan only. The game featured Olympic style contests without rules or regulations, between five teams. The games included 400 metres hurdles, Hammer throw, Swimming, Roof Top Jumping, and Fighting Scene. It was re-released for the Wii Virtual Console on September 14, 2009 and later for the Nintendo 3DS on November 28, 2013 and for the Wii Uon December 11, 2014.",https://gamefaqs.akamaized.net/box/0/3/8/49038_front.jpg
Hammerin' Harry,1992-,3.65,,Action,"Hammerin' Harry, known in Japan as Daiku no Gen-san(大工の源さん Gen the Carpenter), is a series of platforming video gamesdeveloped and published by Irem in 1990. The titles were developed and published for the arcades, Famicom, Game Boy, Super Famicomand Sony PSP platforms.",https://gamefaqs.akamaized.net/box/2/8/8/46288_front.jpg
Super Spy Hunter,1992-02,3.65,,Racing,"Spy Hunter is an overhead view, vehicular combat game developed by Bally Midwayand released in arcades in 1983. The game draws inspiration from the James Bond films and was originally supposed to carry the James Bond license. The object of the game is to drive down roads in the technologically advanced ""Interceptor"" car and destroy various enemy vehicles with a variety of onboard weapons. Spy Hunter was produced in both sit-down and standard upright versions with the latter being more common. The game's controls consist of a steering wheel in the form of a futuristic aircraft-style yoke with several special-purpose buttons, a two-position stick shift (offering 'low' and 'high' gears), and a pedal used for acceleration.",https://gamefaqs.akamaized.net/box/2/6/9/22269_front.jpg
Deja Vu,1990-12,3.64,,Adventure,"Déjà Vu is a point-and-click adventure game set in the world of 1940s hard-boiled detective novels and movies. It was released in 1985 for Macintosh – the first in the MacVentureseries – and later ported to several other systems, including the Amiga. Subsequent releases featured graphical features such as color.",https://gamefaqs.akamaized.net/box/7/1/8/36718_front.jpg
Spiritual Warfare,1992-,3.64,,Action Adventure,"Spiritual Warfare is an unlicensed game for the Nintendo Entertainment System, developed by Color Dreams and released through its Wisdom Tree label in 1992. A Sega Mega Drive version was released in 1994 with an enhanced 16-bit color palette. It is a religious-themed game heavily influenced by The Legend of Zelda. The player controls a young Christian whose town has been infested with demons apparently under the command of Satan himself. His task is to purify and convert the denizens to Christianity. Strewn about the town are the Fruit of the Spirit, taken from Galations 5:22-23 and represented allegorically by five fruits (pears, pomegranates, apples, grapes, and bananas). The player may use these to defeat enemies (in a less than allegorical fashion) by literally hurling them at unbelievers who repent immediately upon contact. In order to free the town of the influences of ""ultimate source of evil,"" the Christian must collect each of the six pieces of the Armor of God, which are guarded by ""bosses"" that are particularly resistant to conversion. Along the way, the player may collect other helpful Biblical items such as Samson's Jawbone and Anointing Oil.",https://gamefaqs.akamaized.net/box/7/3/7/46737_front.jpg
R.C. Pro-Am,1988-02,3.63,,Racing,"R.C. Pro-Am is a racing video game developed by Rare. It was released for the Nintendo Entertainment System (NES) by Nintendofor North America in March 1988, and then in Europe on April 15 of the same year. Presented in an overhead isometric perspective, a single player races a radio-controlled car around a series of tracks. The objective of each track is to qualify for the next race by placing in the top three racers. Players collect items to improve performance, and they must avoid a variety of hazards such as rain puddles and oil slicks. It is an example of a racing game which features vehicular combat, in which racers can use missiles and bombs to temporarily disable opposing vehicles. Originally titled Pro Am Racing, R.C. Pro-Am was also ported to the Sega Genesis in 1992 as Championship Pro-Am, an enhanced remake with enhanced graphics and additional features. R.C. Pro-Am was followed by two sequels: Super R.C. Pro-Am in 1991, and R.C. Pro-Am II in 1992.",https://gamefaqs.akamaized.net/box/5/7/5/49575_front.jpg
Ice Hockey,1988-03,3.63,,Sports,"Ice Hockey (アイスホッケーAisu Hokkē) is a 1988 ice hockey video gamepublished and developed by Nintendo, originally for the Famicom Disk System. It was later released in North America and in some PAL regions on the Nintendo Entertainment System. In 2006, it was re-released for the Wii's Virtual Consoleservice in Japan, North America, and some PAL regions.",https://gamefaqs.akamaized.net/box/9/8/0/21980_front.jpg
Double Dragon,1988-06,3.63,,Action,"Double Dragon (ダブルドラゴン Daburu Doragon) is a beat 'em up video gameseries initially developed by Technōs Japan and released as an arcade game in 1987. The series stars twin martial artists, Billy and Jimmy Lee, as they fight against various adversaries and rivals. Due to the popularity of the game series, an animated seriesand live-action film adaptation have also been produced.",https://gamefaqs.akamaized.net/box/0/8/1/3081_front.jpg
Clash at Demonhead,1990-01,3.63,,Action,"Clash at Demonhead, known in Japan as Dengeki Big Bang! (Japanese: 電撃ビッグバン! Hepburn: Dengeki Biggu Ban!, Blitz Big Bang!), is an action-adventure platformer video game released by Vic Tokaifor the Nintendo Entertainment System on January 27, 1989 in Japanand January 1990 in North America. The North American cover was illustrated by Lawrence Fletcher.",https://gamefaqs.akamaized.net/box/0/1/6/49016_front.jpg
Choujin Sentai Jetman,1991-12-21,3.62,,Action,"A video game version of Chōjin Sentai Jetman was released for the Famicom on December 21, 1991. The game was published by Angel (a subsidiary of Bandai) and developed by Natsume. It is a single-player side-scrolling action game where the player assumes role one of the Jetmen members as they fight against the forces of Vyram. The player can choose which Jetman they want to control at the start of each stage, each having their own weapon and maximum hit points:",https://gamefaqs.akamaized.net/box/4/9/9/31499_front.jpg
Rygar,1987-07,3.62,,Action Adventure,"Rygar is a video gamecreated by Tecmo in 1986 and originally released for arcades in Japan as Warrior of Argus (アルゴスの戦士Arugosu no Senshi). It is a sidescrolling platform gamewhere the player assumes the role as the ""Legendary Warrior"", battling through a hostile landscape. The main feature of gameplay is the use of a weapon called the ""Diskarmor"", a shield with a long chain attached to it.",https://gamefaqs.akamaized.net/box/2/7/6/23276_front.jpg
Adventure Island II,1991-02,3.62,,Action,"Adventure Island II is a side-scrolling platform gamedeveloped by Now Production and published by Hudson Soft that was released for the Nintendo Entertainment System in 1991. It is the sequel to Adventure Island and the second game in the series for the NES. While the first game was an adaptation of Sega's Wonder Boy arcade game, Adventure Island II is an original work, as were all the subsequent Adventure Island games. A portable version was also released for the Game Boy in 1992titled Takahashi Meijin no Bouken Jima II or Adventure Island outside of Japan.",https://gamefaqs.akamaized.net/box/8/3/8/48838_front.jpg
Ms. Pac-Man (Tengen),1990-,3.62,,Action,"Ms. Pac-Man is the second game in the Pac-Man series, released in arcades in February 1982.Ms. Pac-Man introduced a female protagonist, four different mazes, more colorful graphics, and several gameplay changes.",https://gamefaqs.akamaized.net/box/4/1/3/80413_front.jpg
Wai Wai World,1988-01-14,3.61,,Action,"Konami Wai Wai World (コナミワイワイワールド), ""wai wai"" being a Japanese onomatopoeia for a noisy, crowded area, is a 1988 Family Computer platformvideo game released only in Japan by Konami. The game itself stars various Konami created characters as well as Mikey (from The Goonies) and King Kong, who appeared in two Konami-produced, movie-based games.",https://gamefaqs.akamaized.net/box/8/6/6/40866_front.jpg
Akumajou Special: Boku Dracula-kun,1990-10-19,3.61,,Action,Akumajō Special: Boku Dracula-kun is a platformer video game made by Konami. It was released only in Japan for the Famicom on 19 October 1990. It is considered a parody of the Castlevaniaseries. A version for mobile phones was also released on 30 June 2006 in Japan only.,https://gamefaqs.akamaized.net/box/9/8/4/41984_front.jpg
Donkey Kong Classics,1988-10,3.61,,Miscellaneous,"Donkey Kong is an arcade game released by Nintendo in 1981. An early example of the platform game genre, the gameplayfocuses on maneuvering the main character across a series of platforms while dodging and jumping over obstacles. In the game, Mario (originally named Mr. Video and then Jumpman) must rescue a damsel in distress named Pauline(originally named Lady), from a giant ape named Donkey Kong. The hero and ape later became two of Nintendo's most popular and recognizable characters. Donkey Kong is one of the most important games from the golden age of arcade video games as well as one of the most popular arcade games of all time.",https://gamefaqs.akamaized.net/box/9/1/6/21916_front.jpg
The Fantastic Adventures of Dizzy,1993-,3.61,,Action Adventure,"Fantastic Dizzy (The Fantastic Adventures of Dizzy outside Europe & Australia) is a 1991 video game developed by Codemasters. It is part of the Dizzy series. It was published to several platforms, including Sega Mega Drive/Genesis, Sega Master System, Sega Game Gear, Nintendo Entertainment System, Amiga and MS-DOS.",https://gamefaqs.akamaized.net/box/1/1/9/49119_front.jpg
The Flintstones: The Rescue of Dino & Hoppy,1991-12,3.59,,Action,The Flintstones: The Rescue of Dino & Hoppy is a 1991 platform video gameby Taito for the Nintendo Entertainment System based on the animated series The Flintstones. Taito later released another Flintstonesgame for the NES titled The Flintstones: Surprise at Dinosaur Peak.,https://gamefaqs.akamaized.net/box/1/5/9/49159_front.jpg
Rainbow Islands,1991-06,3.59,,Action,"Rainbow Islands: Towering Adventure! is a video game developed by Taito for WiiWare and Xbox Live Arcade. It is the latest installment in the Rainbow Islands series. The game was released in Japan on March 3, 2009, in the PAL regions on May 8, 2009 and in North America on June 15, 2009. The Xbox Live Arcade version was released on October 28, 2009. ",https://gamefaqs.akamaized.net/box/9/7/1/48971_front.jpg
Willow,1989-12,3.58,,Role-Playing,"Willow is a 1989 2D action role-playing game developed and published by Capcomfor the Nintendo Entertainment System. It is based on the 1988 film of the same name and is the second title Capcom released based on Willow that year, the second being an unrelated side scrolling arcade game. The version of Willow released for the Nintendo Entertainment System and the Famicom is an adventure game in the vein of The Legend of Zelda.",https://gamefaqs.akamaized.net/box/2/9/7/22297_front.jpg
Banana Prince,1992-02,3.57,,Action,"Banana Prince, known in Japan as Bananan Ouji no Daibouken (バナナン王子の大冒険), is a 2D platform game for the Nintendo Entertainment System(NES). It was released in Japan by Takara on December 20, 1991. The German version, released in February 1992, features slightly different graphics and gameshow questions.",https://gamefaqs.akamaized.net/box/5/6/9/28569_front.jpg
Tiny Toon Adventures,1991-12,3.57,,Action,Tiny Toon Adventures is a platform video game for the NES. It was published and developed by Konami and released in 1991. It is the first Tiny Toon Adventures-related video game to be released for any video game console device.,https://gamefaqs.akamaized.net/box/8/2/5/49825_front.jpg
Rampart,1992-01,3.57,,Strategy,"Rampart is an arcade game, released in 1990 by Atari Games, that combines the shoot 'em up and puzzlegenres. It was first made available as an arcade game but was subsequently offered for a number of home gaming platforms. The game is considered a precursor to the tower defense genre.",https://gamefaqs.akamaized.net/box/4/9/1/10491_front.jpg
Dragon Fighter,1992-01,3.57,,Action,Dragon Fighter (ドラゴンファイター) is a fantasy-themed side-scrolling action game developed by Natsume for the Nintendo Entertainment System. It was first published in Japanby Towa Chiki in 1990 and in North America by SOFELin 1992.,https://gamefaqs.akamaized.net/box/0/9/1/49091_front.jpg
Gremlins 2: The New Batch,1990-10,3.57,,Action,"Gremlins 2: The New Batch is a Platform video game developed and published by Sunsoft for the Nintendo Entertainment System and Game Boyvideo game systems in 1990. The game was released in conjunction with the film from Warner Bros.and Amblin Entertainment. In the NES game, the player controls Gizmo through various levels in the building, armed with weapons ranging from the genetically modified super tomato in the laboratory to the new matchstick-firing bow in the later sections. The goal of the game is to reach the Gremlin Control Center to wipe out all Gremlins inside. The Game Boy version was a side-scroller also featuring Gizmo.",https://gamefaqs.akamaized.net/box/2/4/2/34242_front.jpg
Wizards & Warriors,1987-12,3.56,,Action,"Wizards & Warriors is a platforming video gamedeveloped by Rare for the Nintendo Entertainment System (NES). It was published by Acclaim and released in North America in December 1987, and in Europe on January 7, 1990. It was also released in Japan by Jaleco on July 15,1988, under the title Densetsu no Kishi Elrond(伝説の騎士エルロンドLegendary Knight Elrond). In the game, the player controls Kuros, ""Knight Warrior of the Books of Excalibur"", as he sets out in the Kingdom of Elrond to defeat the evil wizard Malkil. Malkil holds the princess of Elrond captive in Castle IronSpire, deep within the forests of Elrond. The player fights through forests, tunnels, and caves, while also collecting keys, treasure, weapons, and magic items.",https://gamefaqs.akamaized.net/box/9/2/7/49927_front.jpg
Bomberman II,1993-02,3.56,,Puzzle,Bomberman II (ボンバーマンII Bonbāman Tsū) is a video game developed and published by Hudson Softand released for the Family Computer/Nintendo Entertainment System in 1991. The game was titled Dynablaster in Europe.,https://gamefaqs.akamaized.net/box/9/5/8/48958_front.jpg
Dig Dug II: Trouble In Paradise,1989-12,3.56,,Action,"Dig Dug II, subtitled Trouble in Paradise for Bandai's American NES port, is the arcade sequel to Dig Dug, released by Namcoin 1985. It runs on Namco Super Pac-Man hardware but with a video system like that used in Mappy, The Tower of Druaga and Grobda (without the DAC). The only home version of the game was for the NES, which Bandai released in Japan on April 18, 1986 and in North America during 1989.",https://gamefaqs.akamaized.net/box/9/5/3/41953_front.jpg
Kid Icarus,1987-07,3.55,,Action,"Kid Icarus, known in Japan as Light Mythology: Palutena's Mirror, is an action platform video game for the Family Computer Disk System in Japan and the Nintendo Entertainment System in Europe and North America. It was released in Japan in December 1986, in Europe in February 1987, and in North America in July 1987.",https://gamefaqs.akamaized.net/box/3/0/3/49303_front.jpg
R.B.I. Baseball,1988-,3.55,,Sports,"R.B.I. Baseball is a baseballvideo game series. R.B.I. is an initialism for ""run batted in"". Initially launched in 1987, the series initially ran through 1995. In 2014, the series was rebooted as a competitor to MLB: The Show, with releases each year since.",https://gamefaqs.akamaized.net/box/6/0/2/49602_front.jpg
Wario's Woods,1994-12-10,3.55,,Puzzle,"Wario's Woods is a puzzle game developed and published by Nintendo, released on the Nintendo Entertainment System (NES) and Super NES (SNES) video game consoles. It was released in Japan on February 19, 1994 and in North America on December 10, 1994 and in Europe in 1995. The SNES version was released in North America in December 1994. The NES version of the game is the last licensed game release for that system in North America before its discontinuation in 1995, and is the only NES game to have an ESRB rating, as it was released shortly after the rating system went into effect.",https://gamefaqs.akamaized.net/box/8/9/8/49898_front.jpg
Snake Rattle n Roll,1990-07,3.54,,Action,"Snake Rattle 'n' Roll is a platforming video gamedeveloped by Rare. It was published by Nintendo and released for the Nintendo Entertainment System in North America in July 1990 and in Europe on March 27, 1991. It was ported to the Mega Drive and released by Sega in June 1993. The game features two snakes, Rattle and Roll, as they make their way through eleven 3D isometric levels. The object is to navigate the obstacles in each level and eat enough ""Nibbley Pibbleys"" to ring a weigh-in bell located in the level, which will allow the snakes to exit. The game can be played by a single-player or by two players simultaneously.",https://gamefaqs.akamaized.net/box/2/2/5/22225_front.jpg
Pac-Man,1993-11,3.54,,Action,"Pac-Man is a mazearcade game developed and released by Namco in 1980. Originally known in Japan as Puck Man, it would be changed to Pac-Man for international releases as a preventative measure against defacement of arcade machines. Outside Japan, the game was published by Midway Games, part of their licensing agreement with Namco America. The player controls the titular character, as he must eat all the dots inside an enclosed maze while avoiding four colored ghosts. Eating large flashing ""Power Pellets"" will cause the ghosts to turn blue and reverse direction, allowing Pac-Man to eat them for bonus points. It was the first game to run on the Namco Pac-Man arcade board.",https://gamefaqs.akamaized.net/box/9/0/7/5907_front.jpg
Pac-Man (Tengen),1987-,3.54,,Action,"Tengen's Ms. Pac-Man is a variation of the original Ms. Pac-Manarcade game, originally released for the NES in 1990. At first, the game appears to be identical to the arcade original. The player navigates Ms. Pac-Man through the maze, collecting dots and avoiding the Ghosts. It is a near-perfect rendition of the original, and is rather technically impressive for NES hardware.",https://gamefaqs.akamaized.net/box/4/0/4/64404_front.jpg
TwinBee,2018-11-14,3.54,,Action,"TwinBee (ツインビーTsuinBī) is a cartoon-themed vertical-scrolling shoot 'em up game originally released by Konami as a coin-operated video game in 1985 in Japan. Along with Sega's Fantasy Zone, released a year later, TwinBee is credited as an early archetype of the ""cute 'em up"" type in its genre. It was the very first game to run on Konami's Bubble System hardware.TwinBee was ported to the Family Computer and MSX in 1986 and has been included in numerous compilations released in later years. The original arcade game was released outside Japan for the first time in the Nintendo DScompilation Konami Classics Series: Arcade Hits. A mobile phone version was released for i-mode Japan phones in 2003 with edited graphics.",https://gamefaqs.akamaized.net/box/6/0/9/40609_front.jpg
Holy Diver,1989-04-28,3.54,,Action,"Holy Diver (Japanese: ホーリー・ダイヴァー Hepburn: Hōrī Daivā) is a 1989 Japanese video game for the Famicom home console. It was developed and published by Irem. It is the 666th year for the world of magic, and the Crimson Kingdom is facing destruction at the hands of The Black Slayer, Demon King of the Underground Dark Empire. Realizing that his days are numbered, the 16th Crimson Emperor Ronnie IV decides to entrusts his two infant sons, Randy and Zakk, to his faithful servant Ozzy. With Slayer's forces closing in, Ozzy, Randy, and Zakk escapes to another dimension, with the hope of eventually bringing light back into the world.",https://gamefaqs.akamaized.net/box/7/1/2/41712_front.jpg
Disney's The Jungle Book,1994-08,3.53,,Action,"The Jungle Book is a series of platform video gamesbased on the 1967 Disneyanimated film of the same name. The game was released by Virgin Interactive Entertainment in 1994 for the Game Boy, NES, Master System, Sega Genesis/Mega Drive, Sega Game Gear, Super NES, and PC, and a remake for the Game Boy Advance was released in 2003 to celebrate the film's sequel, The Jungle Book 2. While gameplay is the same on all versions, technological differences between the systems forced changes – in some case drastic – in level design, resulting in six fairly different versions of the 'same' game. This article is largely based upon the Genesis version.",https://gamefaqs.akamaized.net/box/0/9/1/31091_front.jpg
Bandit Kings of Ancient China,1990-12,3.53,,Strategy,"Bandit Kings of Ancient China, also known as Suikoden: Tenmei no Chikai (水滸伝・天命の誓い, lit. Water Margin: Oath of Destiny) in Japan, is a turn-based strategy video game developed and published by Koei, and released in 1989 for MS-DOS, Amiga and the Macintosh and in 1990 for the Nintendo Entertainment System. In 1996, Koei issued a remake for the Japanese Sega Saturn and Sony PlayStation featuring vastly improved graphics and new arrangements of the original songs.",https://gamefaqs.akamaized.net/box/3/5/1/25351_front.jpg
Conquest of the Crystal Palace,1990-11,3.53,,Action,"Conquest of the Crystal Palace, known in Japan as Matendōji (魔天童子 Demon Heaven Boy) is a 1990 Nintendo Entertainment System platform gamedeveloped by Quest and published by Asmik Corporation of America(subsidiary of J:COM). Years prior to the events of the game, the Kingdom of the Crystal Palace was conquered by an evil being named Zaras, who crowned himself king. Only Zap, a dog who served as a Keeper of the Crystal Palace, and Farron, the kingdom's infant prince, managed to escape. As the game begins, Zap explains to a now-teenage Farron that the time has come to retake the Crystal Palace, giving the prince one of three magical crystals that grant special powers to their user.",https://gamefaqs.akamaized.net/box/0/2/8/49028_front.jpg
Rescue: The Embassy Mission,1990-01,3.53,,Action,"Hostages is a tactical shooter video game developed and published by Infogrames. It was released for the Acorn Electron, Archimedes, Atari ST, Amiga, Apple IIGS, Amstrad CPC, BBC Micro, Commodore 64, MS-DOS, MSX, NES and ZX Spectrum platforms in 1988. The game was released as Hostage: Rescue Missionin the United States and Operation Jupiter in France; the NES port was titled Rescue: The Embassy Mission.",https://gamefaqs.akamaized.net/box/6/1/5/49615_front.jpg
Monster in My Pocket,1992-01,3.53,,Action,"A video game was released for the Nintendo Entertainment System in 1992 by Konami. It had the same essential concept of the comic book, although Hobgoblin and Gremlin, initially the good monsters' but now appeared as villains, to the extent that Gremlin was a boss. Warlock, wanting to have power and rule over all the other monsters, creates a shrinking spell to use as punishment for any who chooses to oppose him. As time goes on, all of the monsters choose to join his side - except for Vampire and The Monster. However, the spell was miscast - causing all of the monsters to shrinking in size. sends out his henchmen, led by Spring Heeled Jack, Bigfoot, Kraken, Gremlin, and Medusa while Vampire and The Monster are watching TV in the Miles home. They must fight their way through the upstairs and kitchen of the home, the street, and the sewer; they emerge in a construction site and an Orientalist garden before fighting Warlock at Monster Mountain, although that's not the end of the game.",https://gamefaqs.akamaized.net/box/4/6/9/49469_front.jpg
Excitebike,1985-10-18,3.53,,Racing,"Excitebike is a motocrossracing video game franchise made by Nintendo. It debuted as a game for the Famicom in Japan in 1984 and as a launch title for the NES in 1985. It is the first game of the Excite series, succeeded by its direct sequel Excitebike 64, its spiritual successors Excite Truck and Excitebots: Trick Racing, and the WiiWare title Excitebike: World Rally. 3D Classics: Excitebike, a 3D remake of the original game, was free for a limited time to promote the launch of the Nintendo eShop in June 2011.",https://gamefaqs.akamaized.net/box/9/2/9/21929_front.jpg
The Jetsons: Cogswell's Caper!,1992-12,3.53,,Action,"The Jetsons: Cogwell's Caper is a 1993 video gamebased on the animated sitcom The Jetsons. It was released for the Nintendo Entertainment System/Family Computer. In this spin-off adventure, George Jetson is ordered by his faithful employer Spacely Sprockets to put a stop to Mr. Cogswell's profit-making schemes; especially that of a dangerous mining facility on planet M38 is being built. This game is a side-scrolling action game where George can walk, crouch, and jump (with the help of a jet pack). Each level is littered with crates and other items that George can pick up and toss at enemies. Since the game is set in the retrofuturistic world of The Jetsons, there are also a generous amount of switches on walls which can do amazing features.",https://gamefaqs.akamaized.net/box/2/8/8/49288_front.jpg
Monster Party,1989-06,3.53,,Action,"Monster Party is a video game for the NES, released in North America in 1989 by Bandai. It was and remains a relatively obscure platform game for the console, having a small following among some players. The game both pays homage to and parodies horror pop culture, alternately featuring enemies and locations based on classic horror icons, and parodic reinterpretations.",https://gamefaqs.akamaized.net/box/4/6/5/49465_front.jpg
Mendel Palace,1990-10,3.52,,Action,"Mendel Palace, originally released in Japan as Quinty(Japanese: クインティHepburn: Kuinti), is a 1990 action/puzzle arcade gamedeveloped by Game Freak. It was published in Japan by Namco and in North America by Hudson Soft. Mendel Palace was Game Freak's debut title, and the first game designed by Satoshi Tajiri.",https://gamefaqs.akamaized.net/box/4/3/3/49433_front.jpg
Nobunaga's Ambition,1989-06,3.52,,Strategy,"Nobunaga's Ambition (信長の野望 Nobunaga no Yabō) is a series of turn-based grand strategy role-playing simulation video games. The original game was one of the first in its genre, being released in March 1983 by the Japanese video game developer Koei. Nobunaga's Ambition takes place during the Sengoku period of feudal Japan. The player is tasked with achieving the ultimate goal of warlord Oda Nobunaga: the conquest and unification of Japan. Selecting Oda Nobunaga is optional, however, as the player is also able to choose from a variety of other regional daimyōs of the time.",https://gamefaqs.akamaized.net/box/3/0/7/31307_front.jpg
Wizardry: Proving Grounds of the Mad Overlord,1990-07,3.52,,Role-Playing,"Wizardry: Proving Grounds of the Mad Overlord is the first game in the Wizardry series of role-playing video games. It was developed by Andrew Greenberg and Robert Woodhead. In 1980, Norman Sirotek formed Sir-Tech Software, Inc. and launched a Beta version of the product at the 1980 Boston Computer Convention. The final version of the game was released in 1981.",https://gamefaqs.akamaized.net/box/3/0/0/22300_front.jpg
