title,released,gf_score,metascore,genre,description,cover_art_url
Championship Manager: Season 01/02,2002-04-19,,83,Management,"Take control of your favorite football club in this definitive management simulation. Championship Manager: Season 01/02 puts you in the hot seat with complete tactical control, transfer negotiations, and squad management across multiple leagues worldwide. Scout emerging talents, develop youth prospects, and build dynasties with over 100,000 real players and staff. The game's legendary match engine delivers realistic results based on your tactical decisions, while the intuitive interface lets you handle everything from training schedules to contract talks. Experience the pressure of the transfer window, manage team morale, and make crucial decisions that determine success or failure. With authentic 2001/02 season data and endless replayability, this edition remains a beloved classic that captures the essence of football management at its finest.",
Championship Manager: Season 02/03,2003-03-21,,81,Management,"Take control of your favorite football club in this comprehensive management simulation that puts you in the hot seat for the 2002/03 season. Scout and sign players from leagues worldwide, craft tactical masterplans, and guide your team through domestic leagues and European competitions. With an extensive database featuring over 100,000 real players and staff across 26 playable leagues, every decision matters as you balance budgets, handle press conferences, and develop youth prospects. The enhanced match engine delivers realistic results while the improved interface streamlines squad management. Whether you're steering giants like Manchester United to glory or taking lower division clubs to unprecedented heights, Championship Manager 02/03 offers unparalleled depth in football management simulation, letting you write your own success story one match at a time.",
Championship Manager 5,2005-04-08,,61,Management,"Take control of your favorite football club in Championship Manager 5, the beloved management simulation that puts you in the hot seat. Scout and sign talented players from around the globe, develop winning tactics, and guide your team through intense league campaigns and cup competitions. With an extensive database featuring thousands of real players and clubs, every decision matters as you balance budgets, handle media pressure, and manage squad morale. The enhanced match engine delivers realistic gameplay while detailed statistics help you analyze performance and refine your strategies. From lower leagues to continental glory, build your managerial legacy through shrewd transfers, tactical mastery, and inspiring team talks. Experience the thrill of matchday as your carefully crafted plans unfold on the pitch.",https://images.launchbox-app.com/86dcd5b7-8347-49c0-af47-235a751206c4.jpg
Charlie and the Chocolate Factory,2005-07-12,,62,Adventure,"Step into Willy Wonka's magical chocolate factory in this whimsical adventure based on Tim Burton's film. Play as Charlie Bucket and explore fantastical environments filled with Oompa-Loompas, candy gardens, and mysterious machinery. Navigate through iconic locations like the Chocolate Room, Inventing Room, and Television Room while solving puzzles and collecting Wonka Bars. Help rescue the other children from their candy-induced predicaments using special abilities and gadgets. Mix candy combinations to create unique power-ups, command Oompa-Loompas to assist with tasks, and unlock secret areas throughout the factory. Experience the wonder of Wonka's world through colorful graphics, quirky humor, and imaginative gameplay mechanics that bring Roald Dahl's beloved story to life.",https://images.launchbox-app.com/900da66e-78b7-47a7-97e6-ae0a54511602.jpg
Chase: Hollywood Stunt Driver,2002-09-23,,55,Racing,"Experience the adrenaline-fueled world of Hollywood stunt driving in this unique action-racing game. Take on the role of Chase Corrada, a young stuntwoman making her mark in the movie industry. Perform death-defying stunts across diverse film sets, from explosive action sequences to precision driving challenges. Master handbrake turns, jumps, and crashes while hitting your marks perfectly to impress demanding directors. Each mission presents new vehicular challenges - race through city streets, navigate treacherous mountain roads, and execute spectacular set pieces. The game blends arcade racing with mission-based objectives, requiring both speed and precision. Unlock new vehicles and stunts as you rise from rookie to Hollywood's most sought-after stunt driver.",https://images.launchbox-app.com/f0398e05-6d2f-4632-96fc-b7330094893e.jpg
Chessmaster 10th Edition,2004-10-28,,78,Strategy,"Challenge your mind with the ultimate chess experience in Chessmaster 10th Edition, where centuries of chess mastery meet cutting-edge technology. Master the royal game through comprehensive tutorials from International Master Josh Waitzkin, guiding players from basic moves to advanced strategies. Face off against dozens of AI personalities, each with unique playing styles and skill levels, from beginners to grandmasters. The revolutionary King engine adapts to your skill level, providing the perfect challenge every time. Analyze your games with powerful tools, study famous historical matches, and solve hundreds of chess puzzles. Practice openings, endgames, and tactical combinations in dedicated training modes. With stunning 3D and 2D board designs, online multiplayer support, and a massive database of classic games, this definitive chess simulator offers endless ways to improve your game and discover the beauty of chess.",
Chicago Enforcer,2005-02-17,,36,Shooter,"Step into the shoes of Jimmy ""Machine Gun"" DeMora, a mobster turned enforcer in 1930s Chicago during the height of Prohibition. Chicago Enforcer delivers intense first-person shooter action as you blast your way through the criminal underworld using authentic period weapons like Tommy guns, shotguns, and revolvers. Navigate through speakeasies, warehouses, and city streets while battling rival gangs and corrupt cops. The game features destructible environments, allowing you to shoot through walls and use cover strategically. Experience mob warfare with vehicular combat sequences, including dramatic car chases and drive-by shootings. Each mission advances the gritty storyline of revenge and power in organized crime. With its noir atmosphere, period-accurate settings, and brutal gunplay, Chicago Enforcer captures the violent essence of gangster-era Chicago where loyalty is everything and betrayal means death.",https://images.launchbox-app.com/b2aea59a-86b0-40d5-af93-a3bf83e9686a.jpg
Circus Maximus: Chariot Wars,2002-02-25,,66,Racing,"Experience the brutal spectacle of ancient Rome's deadliest sport in Circus Maximus: Chariot Wars. Race through the empire's greatest arenas as warrior-charioteers battle for glory and survival. Master your horses while wielding deadly weapons - ram opponents into walls, slash with blades, and unleash devastating special attacks. Choose from multiple factions including Romans, Greeks, and Barbarians, each with unique chariots and combat styles. Navigate treacherous tracks filled with obstacles, shortcuts, and environmental hazards. Build your reputation through the campaign mode or challenge friends in savage multiplayer races. With visceral combat mechanics and authentic Roman atmosphere, every race becomes a fight to the death where speed and strategy collide.",https://images.launchbox-app.com/6a9227c8-3f67-4b3d-a014-abcaa535c7cd.jpg
Classified: The Sentinel Crisis,2005-04-05,,60,Shooter,"This budget FPS surprises with competent gameplay despite generic presentation. As soldier Blake, stop the terrorist organization Sentinel from deploying a super weapon. Levels span global locations from jungle compounds to arctic bases with decent variety. The shooting feels solid with responsive controls and satisfying weapon feedback. Gadgets include night vision, thermal imaging, and remote cameras for tactical approaches. Multiplayer includes standard deathmatch and CTF modes for split-screen battles. While everything screams ""generic shooter"" from character design to plot, the core gameplay loop works. For its budget price, Classified delivers acceptable shooting action when you've exhausted premium options.",https://images.launchbox-app.com/9ee601a7-6ef0-4501-ab7d-30e9d145de66.jpg
Close Combat: First to Fight,2005-04-06,,72,Shooter,"Lead your Marine fire team through the urban battlefields of Beirut in this tactical first-person shooter that emphasizes authentic military tactics and teamwork. Experience combat through the eyes of real Marines, using actual Close Quarters Battle doctrine and the Marine Corps' proven ""Ready-Team-Fire-Assist"" strategy. Command your AI squadmates with simple orders as you clear buildings, suppress enemies, and advance through hostile territory. Every decision matters as you coordinate flanking maneuvers, call for support, and adapt to dynamic combat situations. Built with input from active-duty Marines, the game delivers an unprecedented level of realism in urban warfare. Face insurgents in intense firefights where cover, suppression, and tactical movement mean the difference between success and failure in this groundbreaking military shooter.",https://images.launchbox-app.com/8121d9c7-467b-4797-a178-8135af05e0cb.png
Club Football,2003-10-10,,69,Sports,"Choose your favorite football club and lead them to glory in this unique sports management simulation. Club Football puts you in complete control of real teams from leagues across Europe, letting you manage everything from tactics and training to transfers and team selection. Experience authentic club atmospheres with official kits, stadiums, and chants that bring match days to life. The innovative training system allows you to develop young talents into superstars while veteran players mentor the next generation. Strategic depth meets accessibility as you balance formations, player morale, and finances to build a dynasty. Whether you're orchestrating attacks from the sideline or negotiating crucial transfers, every decision shapes your club's destiny in this immersive football management experience.",https://images.launchbox-app.com/89d77f66-f135-4107-ad25-95e428cbfaf1.jpg
Club Football 2005,2004-10-29,,67,Sports,"Take control of your favorite football club in this comprehensive management simulation that puts you in the dugout of over 40 officially licensed teams from across Europe's top leagues. Build your dream squad through strategic transfers, develop youth players into superstars, and guide your team to glory across multiple competitions including domestic leagues, cups, and European tournaments. Experience the pressure of matchday with detailed 3D match engine that brings tactical decisions to life, allowing you to make crucial substitutions and formation changes in real-time. Manage every aspect of your club from training schedules and staff appointments to stadium upgrades and financial budgets. Navigate the complexities of player morale, handle press conferences that impact team confidence, and deal with boardroom expectations as you balance short-term success with long-term sustainability. Whether you're rescuing a struggling team from relegation or maintaining dominance with a top club, every decision shapes your legacy as you write your own football story.",https://images.launchbox-app.com/89d77f66-f135-4107-ad25-95e428cbfaf1.jpg
Cold Fear,2005-03-15,,71,Horror,"Cold Fear delivers survival horror on the high seas as you battle grotesque creatures aboard a storm-battered Russian whaler. As Coast Guard officer Tom Hansen, you face infected crew members transformed into zombie-like enemies while the ship pitches violently in massive waves. The dynamic environment becomes your enemy - torrential rain affects visibility, huge swells throw you off balance, and the ship's constant motion impacts your aim. Switch between fixed camera angles reminiscent of classic survival horror and over-the-shoulder aiming for intense combat. Explore claustrophobic corridors, solve environmental puzzles, and uncover the dark conspiracy behind the outbreak. With limited ammunition and relentless enemies, every encounter demands strategy and nerve in this atmospheric maritime nightmare.",https://images.launchbox-app.com/c905e3e4-7b16-4530-accf-a04c6396ae02.jpg
Cold War,2005-09-27,,66,Stealth Action,"Navigate 1986 Moscow as freelance journalist Matthew Carter, framed for attempted assassination and trapped in a deadly conspiracy. This stealth-action thriller emphasizes realistic espionage over acrobatics - you're a civilian reporter, not a super-spy. Master the innovative gadget creation system, turning everyday objects into survival tools and improvised weapons. Evade or eliminate KGB forces using multiple approaches: sneak through shadows, create distractions, or fight when cornered. The branching gameplay lets you choose your path through Soviet political prisons and military installations. Craft ingenious devices from recovered materials while uncovering an international plot to control the USSR. With its unique protagonist, inventive gameplay mechanics, and Cold War atmosphere, this thinking-person's stealth game rewards creativity over brute force.",https://images.launchbox-app.com/1b23467f-48c9-4520-9f38-7484728f3fa9.jpg
Colin McRae Rally 04,2003-09-26,,85,Racing,"Experience the raw intensity of championship rally racing as you tear through 8 countries across mud, gravel, snow and tarmac. Master over 20 licensed vehicles including the Subaru Impreza, Mitsubishi Lancer Evolution and Ford Focus RS. Feel every bump and slide with revolutionary car damage that affects handling - smash your suspension and you'll fight to control your wounded machine. Race through 48 demanding stages in Championship mode or go head-to-head in split-screen multiplayer. Create custom rallies, perfect your technique in the Rally School, and push your skills in extreme weather conditions. With Colin McRae's expertise guiding the authentic physics engine, this delivers the most realistic rally experience on Xbox.",https://images.launchbox-app.com/7c3bc006-3563-4172-a997-0e4ccb931e99.jpg
Celebrity Deathmatch,2003-10-14,,53,Fighting,"Step into the ring where pop culture icons settle their scores in brutal clay-animated combat! Celebrity Deathmatch brings MTV's infamous show to life with outrageous fighting action. Choose from dozens of celebrities, each with unique moves and hilarious special attacks inspired by their real-world personas. Battle through multiple game modes including single-player episodes that mirror the show's format, complete with commentary from Mills Lane. The game features destructible environments, over-the-top finishing moves, and weapons ranging from baseball bats to chainsaws. Create custom matches between unlikely opponents or recreate classic feuds from the show. With its distinctive claymation-style graphics, dark humor, and roster of recognizable fighters from musicians to actors to athletes, this brawler delivers satisfying combat with a twisted comedic edge that captures the show's irreverent spirit.",https://images.launchbox-app.com/cec29b27-abec-431d-97d0-bb05b100732d.jpg
Championship Manager 2006,2006-03-30,,53,Sports Management,"Take control of your favorite football club and guide them to glory in Championship Manager 2006. This legendary management simulation puts you in the hot seat, making crucial decisions on tactics, transfers, and team selection. Scout promising talent from around the globe, negotiate shrewd deals in the transfer market, and develop youth prospects into world-class stars. With an extensive database covering leagues worldwide, you'll analyze match statistics, manage player morale, and adapt your tactics to outwit opponents. Experience the pressure of the dugout as you handle press conferences, deal with board expectations, and navigate the complexities of modern football management. Whether you're taking a lower league team to the top or maintaining dominance with giants, every decision shapes your legacy.",https://images.launchbox-app.com/963e42da-60f7-4bf9-93cc-4c1dd49d69fb.jpg
Chessmaster,2002-11-01,,78,Strategy,"Challenge your strategic mind in Chessmaster, the ultimate chess experience that transforms the ancient game into a modern masterpiece. Face off against an advanced AI with adjustable difficulty levels ranging from beginner to grandmaster, ensuring perfect matches for players of any skill. Learn from built-in tutorials and chess lessons taught by International Master Josh Waitzkin, while the game's comprehensive analysis tools help you understand every move. Practice with over 900 classic chess puzzles and famous historical matches. The innovative personality-based AI opponents each have unique playing styles, from aggressive attackers to cautious defenders, making every game feel fresh. With multiple board designs, piece sets, and environments, plus online multiplayer support, Chessmaster delivers the definitive digital chess experience for enthusiasts and newcomers alike.",https://images.launchbox-app.com/f9f0c2ff-fe09-4f7d-ae64-c476955e4b78.jpg
Colin McRae Rally 3,2003-01-10,,83,Racing,"Colin McRae Rally 3 delivers the ultimate rally racing experience with championship stages across eight countries including Japan, Australia, and the USA. Master over 30 officially licensed cars from top manufacturers like Subaru, Mitsubishi, and Ford as you tackle diverse terrain from snow-covered Finnish forests to dusty Greek mountain roads. The revolutionary damage system affects your car's performance - lose a wheel, smash your windscreen, or wreck your suspension as every impact matters. Face challenging weather conditions with dynamic rain, fog, and changing road surfaces that demand split-second decisions. Compete in Championship, Stage Rally, and 4-player split-screen modes. With Colin McRae as your co-driver calling pace notes, experience the intense concentration and raw speed of professional rallying.",https://images.launchbox-app.com/f55c0655-49fa-4468-9c7b-21714ca29166.jpg
Colin McRae Rally 2005,2004-09-24,,85,Racing,"Colin McRae Rally 2005 delivers the ultimate rally racing experience with over 30 rally cars spanning 50 years of motorsport history. Race through 9 international locations including Germany, Japan, and the UK across more than 70 challenging stages. The revolutionary damage system affects your car's performance - every crash, scrape and bump impacts handling, making each race uniquely intense. Career mode lets you build your reputation from rookie to champion, managing repairs between stages and making crucial setup decisions. The game features authentic pace notes from Derek Ringer, McRae's actual co-driver, guiding you through treacherous corners and jumps. With 4-player split-screen multiplayer and online leaderboards, you can prove your skills against friends and rivals worldwide. Master different surfaces from gravel to tarmac, each demanding unique driving techniques in this definitive rally simulation.",https://images.launchbox-app.com/d2244658-5a2d-4e0e-b532-26f8003f65bb.jpg
Codename: Kids Next Door – Operation: V.I.D.E.O.G.A.M.E.,2005-10-11,,66,Action,"Join the Kids Next Door in this action-packed adventure based on the hit Cartoon Network series! Play as all five KND operatives - Numbuh 1 through 5 - each with unique abilities and signature weapons. Battle through missions against the Delightful Children, Father, and other adult villains threatening kid-kind. Switch between characters on the fly to solve puzzles and overcome obstacles using teamwork. Explore iconic locations from the show including the KND Treehouse, combining platforming, combat, and stealth gameplay. Collect power-ups, unlock special 2x4 technology weapons, and complete bonus objectives. Features single-player story mode and local co-op multiplayer modes. Defend childhood freedom in this colorful cartoon adventure that captures the show's humor and style!",https://images.launchbox-app.com/6cb0f772-cee1-4055-a473-75357f9d2fa1.jpg
College Hoops 2K6,2005-11-21,,75,Sports,"Take the hardwood in College Hoops 2K6, where passion and tradition collide in the ultimate NCAA basketball experience. Build your legacy through the innovative Legacy Mode, recruiting top high school talent and developing them into championship contenders. Experience authentic college atmosphere with fight songs, mascots, and home court advantages that impact gameplay. The deep coaching system lets you call plays, adjust strategies, and manage rotations like a real coach. With over 300 Division I teams, accurate rosters, and signature moves for star players, every game captures the intensity of March Madness. The refined gameplay engine delivers realistic ball physics, improved AI, and smooth animations that bring college basketball's unique style to life.",https://images.launchbox-app.com/202ce1f9-b897-4541-ab08-422b227d8019.png
College Hoops 2K7,2006-11-22,,73,Sports,"Hit the hardwood with College Hoops 2K7, where March Madness comes alive year-round. Experience the raw intensity of NCAA basketball as you lead over 325 Division I schools to glory. The innovative Legacy Mode lets you build a powerhouse program from the ground up, recruiting top high school talent while managing academic standards and team chemistry. Feel the home court advantage with authentic fight songs, mascots, and student sections that erupt with every clutch shot. The deep playbook system captures each school's unique style, from Princeton's methodical offense to Duke's pressure defense. Create your own baller and take them from freshman walk-on to All-American legend. With ESPN Integration bringing real broadcast presentation and Dick Vitale's energetic commentary, every game feels like a primetime showdown.",https://images.launchbox-app.com/6136a7b5-ea61-449f-a765-7d0a5fe5511e.jpg
Combat Elite: WWII Paratroopers,2005-11-21,,59,Shooter,"Lead your elite squad of WWII paratroopers through intense tactical combat missions across Nazi-occupied Europe. Command a specialized team where each soldier possesses unique skills crucial for survival behind enemy lines. Plan coordinated assaults using authentic WWII weapons and equipment while managing limited resources and ammunition. The innovative squad-based gameplay emphasizes strategic positioning and teamwork over run-and-gun action. Navigate through destructible environments, from French villages to German strongholds, adapting tactics to each battlefield. Experience the brutal reality of airborne operations where every decision impacts your squad's survival. Authentic period atmosphere combines with accessible controls to deliver a compelling WWII tactical experience.",https://images.launchbox-app.com/acac4bb8-1198-4b0d-88e4-3332ea6b7476.jpg
Commandos 2: Men of Courage,2002-09-20,,87,Strategy,"Lead an elite team of Allied commandos behind enemy lines in this tactical stealth masterpiece. Control nine unique specialists including the Green Beret, Sniper, and Spy, each with distinct abilities crucial for mission success. Infiltrate Nazi strongholds across diverse environments from Arctic bases to tropical islands and submarine pens. Master real-time tactical gameplay combining stealth, strategy, and action as you sabotage enemy operations, rescue POWs, and steal vital intelligence. Use disguises, distractions, and synchronized teamwork to overcome overwhelming odds. With multiple approaches to each objective, environmental interactions, and split-screen simultaneous control, every mission demands careful planning and flawless execution in this definitive World War II commando experience.",https://images.launchbox-app.com/9977bc5f-9ecc-410b-afcf-85c38ac4669b.jpg
Commandos Strike Force,2006-03-14,,57,Shooter,"Experience World War II from three unique perspectives in this tactical first-person shooter. Take control of a Green Beret, Sniper, and Spy, each with specialized skills crucial for mission success. The Green Beret excels in close combat and heavy weapons, the Sniper eliminates targets from afar with deadly precision, while the Spy infiltrates enemy lines using disguises and stealth. Navigate through Norway, France, and Russia in authentic WWII environments. Switch between characters mid-mission to adapt your strategy - use the Spy to gather intel, position your Sniper for the perfect shot, then send in the Green Beret for explosive action. Combining tactical planning with intense FPS combat, Commandos Strike Force delivers a unique blend of strategy and action where every decision matters.",https://images.launchbox-app.com/4dabad27-c30b-4aba-ab29-521b6dd65262.jpg
Conan,2004-09-30,,69,Action,"Enter a savage world of brutal combat and dark sorcery as Conan the Barbarian. Master visceral melee combat with swords, axes, and maces in this action-adventure inspired by Robert E. Howard's legendary tales. Execute devastating combo attacks and gruesome finishing moves as you battle through hordes of enemies across diverse realms. Harness mystical powers and magical artifacts while exploring ancient ruins, frozen wastelands, and exotic kingdoms. Experience Ron Perlman's powerful narration as you uncover the mysteries of Conan's past. Solve environmental puzzles using brute strength or cunning tactics. Face mythical creatures and powerful bosses in epic battles that test your warrior skills. With its mature themes, brutal combat system, and faithful adaptation of the Conan universe, this game delivers an authentic barbarian experience where steel and sorcery collide in spectacular fashion.",
Conflict: Desert Storm,2002-09-30,,76,Shooter,"Lead an elite special forces squad through the Gulf War in this intense tactical shooter. Command four specialists - Bradley, Foley, Jones, and Connors - each with unique skills in heavy weapons, demolitions, sniping, and stealth. Switch between squad members on the fly as you infiltrate Iraqi positions, rescue prisoners, and sabotage enemy installations. Experience authentic Desert Storm missions from covert night raids to full-scale urban warfare. Use real military tactics with squad commands for suppressing fire, flanking maneuvers, and coordinated assaults. Arsenal includes M16s, Desert Eagles, C4 explosives, and vehicle-mounted weapons. Features split-screen cooperative play where friends control different squad members simultaneously. Realistic damage system demands careful planning - one wrong move can doom your entire team.",https://images.launchbox-app.com/0ce4fecb-926a-488a-bd3c-8c5ac0d40164.jpg
Conflict: Desert Storm II: Back to Baghdad,2003-09-19,,75,Shooter,"Lead your elite squad back into the heart of Iraq in this intense tactical shooter sequel. Command Delta Force or SAS operatives through 10 grueling missions across Baghdad and surrounding territories during the Gulf War. Switch between four specialized soldiers on the fly - sniper, heavy weapons, demolitions, and team leader - each with unique skills crucial for survival. Navigate urban warfare in Baghdad's dangerous streets, infiltrate enemy bases, and engage in fierce firefights using authentic military weapons and tactics. The enhanced AI delivers smarter enemies that use cover and flanking maneuvers, while your squad responds to tactical commands. Experience split-screen cooperative play as you and a friend work together through the entire campaign. From stealth infiltration to explosive combat, every mission demands strategic thinking and precise execution in this authentic military action experience.",https://images.launchbox-app.com/88b5fbe3-e0a0-4ec2-abe7-d83e3979bb03.jpg
Conflict: Global Terror,2005-09-30,,73,Shooter,"Take command of elite special forces in this intense tactical shooter set across global conflict zones. Lead your four-man squad through dangerous missions in Colombia, Kashmir, the Philippines, and Chechnya, battling terrorist organizations and rogue military units. Switch between squad members on the fly, each with unique weapons and specialties - Bradley's heavy weapons, Foley's sniper skills, Connors' demolitions expertise, and Sherman's assault tactics. Issue tactical commands to AI teammates, coordinate flanking maneuvers, and use authentic military equipment. Experience visceral combat with destructible environments, realistic ballistics, and strategic gameplay that rewards careful planning over run-and-gun tactics. From jungle warfare to urban combat, adapt your strategies to diverse battlefields while uncovering a conspiracy that threatens global stability.",https://images.launchbox-app.com/5d2ee186-c51c-40b1-901f-5350d1f11791.jpg
Conflict: Vietnam,2004-09-03,,70,Shooter,"Experience the harsh realities of the Vietnam War through the eyes of four soldiers from the 101st Airborne Division. Lead your squad through dense jungles, booby-trapped villages, and underground tunnels in this tactical third-person shooter. Switch between squad members on the fly - Ragman the point man, Hoss the heavy gunner, Cherry the sniper, and Junior the medic - each with unique skills vital for survival. Navigate 14 intense missions spanning the Tet Offensive to the fall of Saigon. Use authentic Vietnam-era weapons, call in napalm strikes, and commandeer vehicles from Huey helicopters to patrol boats. The innovative squad mechanics let you issue tactical commands while managing morale and wounds that affect performance.",https://images.launchbox-app.com/d12fa770-b443-482d-ad87-cadd8ff83828.jpg
Conflict Zone,2001-11-15,,62,RTS,"Lead your forces in this groundbreaking modern warfare RTS where media coverage shapes the battlefield. Command either the ICP peacekeeping coalition or the GHOST rebel faction across global conflict zones. Your actions generate real-time news reports that influence public opinion and funding - commit war crimes and watch support evaporate, or maintain ethical warfare to boost resources. Deploy tanks, helicopters, infantry and special forces while managing civilian casualties and refugee camps. Revolutionary AI sees enemies adapt tactics based on your strategies. Choose commanders with unique abilities and philosophies that alter gameplay. The innovative media system transforms traditional RTS mechanics, forcing strategic decisions between military effectiveness and public perception in this thought-provoking take on contemporary warfare.",
Constantine,2005-02-14,,71,Action,"Step into the supernatural world of John Constantine, where demonic forces threaten reality itself. Armed with holy weapons, ancient artifacts, and powerful spells, battle through a dark vision of Los Angeles overrun by demons and half-breeds. Master Constantine's unique True Sight ability to reveal hidden enemies and secrets lurking in the shadow realm. Wield an arsenal including the holy shotgun Crucifier, blessed brass knuckles, and the demon-slaying Holy Water bombs. Experience intense combat mixing gunplay with magic as you perform exorcisms, banish demons back to Hell, and uncover a conspiracy that could unleash Satan upon Earth. Navigate between the mortal world and Hell itself through atmospheric levels inspired by the film. Face off against possessed humans, demonic entities, and powerful half-breed bosses in this action-horror adventure that blends occult detective work with visceral supernatural combat.",https://images.launchbox-app.com/df04e7c0-a12f-43bc-8951-c144aba5b8c5.jpg
Corvette,2003-11-01,,66,Racing,"Experience the raw power and precision of America's sports car legend in Corvette, where fifty years of automotive excellence comes to life. Race through meticulously recreated tracks from around the world, pushing iconic Corvette models from classic Stingrays to modern Z06s to their limits. Master realistic physics and handling as you compete in intense circuit races, challenging time trials, and thrilling street competitions. Customize your dream Corvette with authentic performance upgrades and visual modifications, fine-tuning everything from suspension to aerodynamics. Feel the evolution of American muscle through five decades of engineering, each car faithfully reproducing its real-world counterpart's unique characteristics. Dynamic weather effects and changing track conditions test your skills as you climb the ranks from amateur to professional racing legend.",https://images.launchbox-app.com/e9c96a8c-315b-43e2-b2b4-cf39b44baf3f.jpg
Counter-Strike,2003-11-18,,76,Shooter,"Counter-Strike revolutionizes tactical shooters with its intense round-based combat where Terrorists and Counter-Terrorists face off in high-stakes missions. Plant or defuse bombs, rescue or guard hostages in meticulously designed maps that reward strategy and teamwork. Every round starts fresh with earned money to buy weapons and equipment, creating dynamic economic gameplay where smart purchases determine victory. Master the precise gunplay where every bullet counts - no respawns mean one life per round, raising tension to incredible heights. From the iconic AK-47 to flashbangs that blind enemies, each tool serves a tactical purpose. Communication and coordination with teammates become essential as you learn smoke grenade spots, practice precise aim, and develop map knowledge that separates pros from casual players.",https://images.launchbox-app.com/b9c9d8d6-82fe-4ed4-9c03-bf4ace97413b.jpg
Crash Bandicoot: The Wrath of Cortex,2001-11-01,,66,Platformer,"Crash Bandicoot returns in his first multiplatform adventure! Guide the heroic marsupial through 30 action-packed levels across five unique realms as he battles to stop his nemesis Dr. Neo Cortex and the malevolent Crunch Bandicoot from harnessing the destructive power of the Elemental Masks. Master Crash's signature spin attack, body slam, and sliding moves while collecting Wumpa fruit and smashing crates. Experience thrilling vehicle sections including underwater subs, mine carts, and aerial dogfights. Face off against massive elemental bosses representing Earth, Water, Fire, and Air. Unlock bonus levels, time trials, and play as Crash's sister Coco in specific stages. With vibrant graphics, classic platforming gameplay, and the series' trademark humor, The Wrath of Cortex delivers pure Crash mayhem for a new generation.",https://images.launchbox-app.com/285fec07-659b-40e3-9aaa-ec5573957bd3.jpg
Crash Tag Team Racing,2005-10-04,,72,Racing,"Get ready for high-octane kart racing mayhem in Crash Tag Team Racing! Race as Crash Bandicoot and his colorful cast of friends and foes across 15 wild tracks filled with insane jumps, shortcuts, and hazards. The revolutionary ""clashing"" mechanic lets you merge vehicles with opponents mid-race, transforming into a powerful turret-wielding super-kart where one player drives while the other blasts rivals. Explore the massive theme park hub world on foot, discovering hidden areas, collecting coins, and unlocking new characters and vehicles. With 8 battle arenas, stunt mode challenges, and hilarious Die-O-Rama animations, this racer delivers non-stop action. Master power slides, collect wumpa fruit for turbo boosts, and unleash devastating weapons in this unique blend of platforming and racing chaos!",https://images.launchbox-app.com/ab18c93e-60a9-4b48-9ed8-f180e6a01b1a.jpg
Crash Nitro Kart,2003-11-11,,70,Racing,"Crash Nitro Kart brings the beloved bandicoot's racing mayhem to Xbox with explosive kart racing action across the cosmos. Race as Crash, Cortex, and the gang through alien worlds filled with anti-gravity sections, treacherous obstacles, and power-ups galore. Master the power slide boost system to gain crucial speed advantages while collecting Wumpa Fruit to supercharge your weapons. Battle through Adventure mode's intergalactic storyline where Emperor Velo challenges Earth's finest racers, or compete in frantic 4-player split-screen battles. With 16 diverse tracks spanning tropical paradises to mechanical mazes, plus unlockable characters and karts, this racer delivers pure arcade thrills. Experience championship racing with signature Crash humor and chaos!",https://images.launchbox-app.com/753655e6-ff18-4969-9e62-ce32f5478b38.jpg
Crash Twinsanity,2004-09-28,,66,Platformer,"Join Crash Bandicoot and his arch-nemesis Dr. Neo Cortex in an unlikely alliance through a wildly unpredictable adventure! When evil twins from another dimension threaten both their worlds, these sworn enemies must work together using innovative tag-team gameplay. Control both characters cooperatively - roll Cortex into a ball, use him as a hammer, or throw him across gaps to solve puzzles and defeat enemies. Explore vibrant 3D environments from tropical islands to icy wastelands, featuring the series' signature platforming with fresh twists. Experience hilarious slapstick humor, outrageous boss battles, and mind-bending dimensional travel. With its unique dual-character mechanics and comedic chaos, Twinsanity delivers classic Crash gameplay with an entirely new spin on the beloved franchise.",https://images.launchbox-app.com/095e98b5-c3c2-4da8-a2f8-f89f78da70d3.png
Crazy Taxi 3: High Roller,2004-07-13,,72,Racing,"Race through the glitzy streets of Las Vegas in the wildest taxi adventure yet! Crazy Taxi 3: High Roller brings the legendary arcade racing series to Sin City with all-new drivers and cabs built for maximum mayhem. Tear through neon-lit casinos, leap off parking garages, and blast through the famous Strip while picking up fares and pulling off insane stunts. Master the Crazy Hop to bounce over traffic and reach secret shortcuts. Chain together Crazy Drifts and Crazy Boosts to rack up massive tips. Choose from classic Arcade mode or tackle challenging Crazy X missions that push your driving skills to the limit. With four unique drivers, each with their own style, and a pumping soundtrack that perfectly captures the Vegas vibe, every ride is a high-stakes thrill ride where speed equals cash!",https://images.launchbox-app.com/7b28cc2e-f225-4379-90fb-a9d69830cf1a.jpg
Crimson Skies: High Road to Revenge,2003-10-21,,88,Action,"Take to the skies in this swashbuckling aerial adventure set in an alternate 1930s where air pirates rule fragmented North America. As Nathan Zachary, leader of the Fortune Hunters gang, engage in thrilling dogfights using customizable aircraft armed with rockets, machine guns, and devastating special weapons. Master acrobatic maneuvers like barrel rolls and split-S turns to outfly rival gangs and militia forces. Explore exotic locations from tropical islands to massive zeppelins, completing daring missions that blend combat with aerial stunts. Steal enemy planes mid-flight, discover hidden treasures, and build your reputation as the most feared pirate of the skies. With arcade-style controls and spectacular set pieces, experience the golden age of aviation through a pulp fiction lens.",https://images.launchbox-app.com/f2a059ae-59c6-4ffa-8184-15a19414671f.jpg
