title,released,gf_score,metascore,genre,description,cover_art_url
Dragon Skills,,3.9,,,,https://images.launchbox-app.com/20f6a7d7-1b71-4c5a-8758-4d9f3f5272a4.png
Draw 2 Survive,,3.7,,,,https://images.launchbox-app.com/963a2300-0aa8-40d4-bf56-3cd0305344c4.png
Draw a Stickman EPIC 2,2015,,,Puzzle,"Draw your way through an imaginative adventure where your creativity becomes your greatest weapon. In this charming puzzle-adventure sequel, you'll bring your stick figure hero to life and guide them through hand-drawn worlds filled with challenges, enemies, and mysteries. Sketch objects directly into the game world to solve puzzles—draw a sword to defeat monsters, create a key to unlock doors, or craft a cloud to reach new heights. Every level presents unique scenarios that demand both artistic thinking and problem-solving skills. Face off against the evil Zarp and his corrupted creations as you explore vibrant environments from lush forests to dark caverns.",https://images.launchbox-app.com/87801f72-b9c6-4d91-88a2-74d7020727b2.png
Dreamals,2016-03-10,3.45,,Puzzle Platformer,"Control three dreaming animals simultaneously as they navigate through 80 stages across dreamlike worlds. A raccoon moves left, a goat moves right, and a parrot jumps in place. When animals merge on contact, their abilities combine, creating new movement possibilities. Manage all three creatures at once while collecting keys to escape the dream realm. Features 4 distinct visual themes with increasingly complex multi-character puzzles that challenge coordination and spatial reasoning. Sources: - [Dreamals (Wii U) Review - Nintendo World Report](https://www.nintendoworldreport.com/review/42289/dreamals-wii-u-review) - [Dreamals Review (Wii U eShop) | Nintendo Life](https://www.nintendolife.co",https://images.launchbox-app.com/55766317-69b9-44b8-ad14-591b7b93f89c.png
Dreamals Dream Quest,,4.17,,,,https://images.launchbox-app.com/c9ce685f-d723-4d28-b25f-189b3135cfc2.png
Drop It Block Paradise!,,3.5,,,,https://images.launchbox-app.com/b88653c6-2fdf-4a01-bb3f-64c4e8b53988.jpg
Dual Core,2016-05-26,4.27,,Twin-Stick Shooter,"Battle through a derelict space station on Europa, one of Jupiter's moons, as two awakened AIs discover the facility overrun with aliens and rampaging machines. This twin-stick shooter features arcade-style action with light RPG elements through collectible upgrade points. Control your robot with dual-analog sticks while blasting through rooms filled with enemies. Supports up to 4-player local co-op in Story and Arcade modes, plus competitive Versus mode. Upgrade firepower, durability, or regeneration abilities using green crystals collected throughout your journey. Sources: - [Dual Core Review (Wii U eShop) | Nintendo Life](https://www.nintendolife.com/reviews/wiiu-eshop/dual_core) - [Co-O",https://images.launchbox-app.com/424dd669-38b5-4394-8704-b405e887b659.png
Dungeon Hearts DX,2016-11-10,4.3,,Puzzle,"Fuse strategy and pattern matching with fast-paced action in this unique puzzle-battle hybrid. Align magical runes flowing along the Fatestream to attack, defend, and conjure magic against waves of fantastic creatures. Control eight heroes and form parties of four to defeat the Dark One. Exclusively designed for Wii U with full touchscreen controls - play on TV or GamePad only. Battle through intense encounters where quick thinking and strategic rune matching determine survival. Developed by Wolfgame as an enhanced version with reworked interface and new game engine. Sources: - [Dungeon Hearts DX (2016) | Wii U eShop Game | Nintendo Life](https://www.nintendolife.com/games/wiiu-eshop/dungeo",https://images.launchbox-app.com/7027cffc-27df-4d8e-8b87-935020def0b8.png
Dungeons & Dragons: Chronicles of Mystara,2013-09-05,3.8,77,Miscellaneous,"Dungeons & Dragons: Chronicles of Mystara is a 2013 video game compilation by Capcom released as a digital download for the Wii U, PlayStation 3, Xbox 360 and Microsoft Windows (via Steam). It includes two arcade games based on the Dungeons & Dragons franchise: Dungeons & Dragons: Tower of Doom(1993) and Dungeons & Dragons: Shadow over Mystara (1996).",https://images.launchbox-app.com/ba8899d4-0950-47ee-89f6-930b35d40ff5.png
Earthlock Festival of Magic,2017-03-08,4.05,,RPG,"Embark on a turn-based adventure through a vibrant alien world where magic and technology intertwine. Assemble a party of unique heroes to uncover the mysteries of Umbra, a planet that stopped spinning thousands of years ago. Master a tactical combat system with combo attacks, harvest ingredients to craft powerful items, and build your own island sanctuary complete with farming and resource gathering. Explore diverse environments from sun-baked deserts to frozen wastelands, battle exotic creatures, and solve environmental puzzles. With hand-crafted visuals, strategic depth, and a rich fantasy world to discover, this indie RPG blends classic adventure with fresh gameplay mechanics.",https://images.launchbox-app.com/5a37de77-e1f4-44cc-8a6a-9e517c9f7318.jpg
Eba & Egg - A Hatch Trip,,1.5,,,,https://images.launchbox-app.com/7943833e-4b1d-44ba-bc85-a1673a9015f2.png
Ectoplaza,,3.64,,,,https://images.launchbox-app.com/78ea3da7-2d3d-467e-b1c6-eaf8605a32b1.png
Edge,2013-12-26,3.61,,Puzzle-Platformer,"Navigate a vibrant minimalist world as a reflective cube in this elegant puzzle-platformer. Roll, climb, and balance across geometric landscapes suspended in stark, colorful voids. Master precise movements to collect prisms scattered throughout increasingly complex stages while avoiding deadly drops into the abyss. The ingenious level design challenges your spatial reasoning and timing as you discover shortcuts, trigger switches, and exploit the cube's unique physics. With its distinctive visual style, pulse-pounding electronic soundtrack, and deviously clever puzzles that reward both careful planning and quick reflexes, Edge delivers a mesmerizing experience that's easy to learn but sati...",
Educational Pack,2016-06-23,3.25,,Educational,"A collection of educational mini-games designed for young children. Features seven activities including Building Blocks with realistic physics, Counting Sheep for learning numbers 1-100, Menu Math for addition practice, Ice Cream Colors for color identification, a simplified Piano for musical creativity, Shapes toolbox, and SK8 skateboarding that teaches math. Each activity combines learning fundamentals with interactive gameplay, offering variety for early childhood education through the GamePad.",https://images.launchbox-app.com/ad0daa04-7630-46f1-85f4-e8f3216f9df9.png
El Silla - Arcade Edition,,2.5,,,,
Electronic Super Joy,2014-11-20,3.95,,Platformer,"Electronic Super Joy is a brutally hard platformer set in a world of pulse-pounding electronic music. Guide a groove-loving hero through a surreal psychedelic landscape filled with lethal hazards, precise jumps, and punishing difficulty. Every death sends you back to the checkpoint, but the infectious soundtrack and tight controls keep you coming back for one more attempt. Master pixel-perfect platforming across challenging levels that demand split-second timing and unwavering focus. Features a unique visual style with vibrant neon colors, trippy backgrounds, and rhythmic gameplay that syncs with the electronic beats. Designed for players who crave old-school difficulty with modern flair.",https://images.launchbox-app.com/876ab8a5-1852-4d1d-aa0c-139be28fafa2.png
Electronic Super Joy Groove City,2014,4.17,,Platformer,"Electronic Super Joy Groove City is a rhythm-infused precision platformer that blends fast-paced action with an electronic soundtrack. Navigate through neon-drenched levels filled with deadly traps, dangerous enemies, and challenging obstacles that demand split-second timing and reflexes. Each death is instant, but respawns are immediate, encouraging you to learn patterns and master each section. The game's pulsing electronic music synchronizes with the gameplay, creating an immersive audiovisual experience. Features include punishing but fair difficulty, tight controls that reward precision, and a vibrant visual style with glowing environments.",https://images.launchbox-app.com/85d78309-dd50-40f8-a4e7-1541d2f13a8f.png
Elliot Quest,2017-05-04,3.88,,Action-Adventure,"Embark on a mysterious quest across the cursed island of Urele in this retro-inspired action-adventure. As Elliot, you're afflicted with an ancient curse that's slowly transforming you into a demon, and only by exploring dangerous dungeons and uncovering the island's secrets can you hope to find a cure. Battle enemies with your bow and arrows, solve environmental puzzles, and gain new abilities as you progress through a sprawling interconnected world. With its Zelda II-inspired gameplay combined with Metroidvania exploration, challenging boss battles, and multiple endings determined by your choices, Elliot Quest delivers a compelling blend of classic 8-bit aesthetics and modern game desig...",https://images.launchbox-app.com/a83cab34-670e-4071-b48f-41e2e7279d14.png
Emojikara,2016-04-07,4.2,,Puzzle,"Match emojis to two-word phrases in this puzzle game featuring hundreds of emoji symbols and over a hundred word challenges. Choose between two game modes: precision mode where you aim for five matches in as few tries as possible, or timed mode where you race to find as many matches as you can in ninety seconds. Select emoji pairs from a 3x5 grid to match phrases like ""Blood Moon"" or ""Liberty Bell."" Successfully matched symbols unlock an Emoji Sentence mode where you can create custom emoji strings to share on Miiverse. Sources: - [Emojikara: A Clever Emoji Match Game for Wii U - Nintendo Game Details](https://www.nintendo.com/games/detail/emojikara-a-clever-emoji-match-game-wii-u/) - [Emoj",https://images.launchbox-app.com/3e0fc3b9-8e20-4fad-b8a0-fb20a0094a31.jpg
Endless Golf,,3.64,,,,https://images.launchbox-app.com/674b8564-7373-4e9f-a695-93fe1d372a0c.png
Epic Dumpster Bear,2016-04-07,3.68,,Platformer,"Play as Dumpster Bear, a traumatized brown bear whose forest was destroyed by an evil corporation, forcing him to survive on trash. This precision platformer features over 70 challenging levels filled with tricky jumps, boss battles, and secret stages. Run and jump using momentum-based controls reminiscent of classic Sonic games, bouncing on enemies' heads to clear gaps. Unlock puzzle levels that utilize the Wii U GamePad's touch screen, plus over 35 Miiverse stamps. Supports Off-TV play and Wii U Pro Controller for classic platforming action. Sources: - [Epic Dumpster Bear Review (Wii U eShop) | Nintendo Life](https://www.nintendolife.com/reviews/wiiu-eshop/epic_dumpster_bear) - [Epic Dump",https://images.launchbox-app.com/ebcb7733-8918-4e90-8da2-9004cb099ac3.png
Escape from Flare Industries,,3.93,,,,https://images.launchbox-app.com/ddbd06ff-e074-4e33-abd7-215378a7a5e4.png
ESPN Sports Connection,2012-11-18,3.18,,Sports,"ESPN Sports Connection brings six different sports experiences to life using the Wii U GamePad's unique capabilities. Compete in soccer, tennis, baseball, golf, football, and kart racing, each designed to leverage motion controls and the GamePad's touchscreen. The soccer mode lets you draw plays on the touchscreen before executing them on the pitch, while tennis uses precise motion tracking for serves and volleys. Baseball features full batting and pitching mechanics, and golf utilizes the GamePad as your club for realistic swing detection. Football challenges you with passing plays and defensive strategies, and kart racing adds arcade-style competition.",https://images.launchbox-app.com/9d770f3e-4a2b-4734-a5dc-a1aae65a0ae1.jpg
EvoFish,,3.14,,,,https://images.launchbox-app.com/e5f8c0e6-10f3-42be-920b-56ecfd7d6a68.jpg
Exile's End,2017-10-12,3.61,,Action,"Explore a hostile alien world in this atmospheric sci-fi action-adventure that pays homage to classic 8-bit and 16-bit exploration games. You are Jameson, a reluctant hero searching for your missing comrades on a mysterious planet. Navigate treacherous underground caverns, battle deadly indigenous creatures, and uncover the dark secrets of an ancient civilization. With limited resources and challenging combat, every encounter demands careful strategy. The non-linear world rewards thorough exploration with valuable upgrades and weapons.",https://images.launchbox-app.com/13671948-7bc3-4723-8280-be13d104d88d.png
Explody Bomb,,3.46,,,,https://images.launchbox-app.com/e398a936-2355-4d47-ae67-86029c407453.jpg
Extreme Exorcism,2015-11-20,3.72,,Action,"Battle ghosts that learn from your every move in this supernatural arcade platformer. Each time you defeat a spirit, it returns as a ghost that mimics your exact actions from the previous round. The arena fills with deadly echoes of your past selves, creating increasingly chaotic combat as you face growing swarms of your own moves. Blast through possessed locations using an arsenal of over 20 weapons from shotguns to cat launchers. Master strategic movement and weapon choices across 10 eerie environments. Play solo or compete with up to 4 players in local multiplayer modes including deathmatch and last ghost standing challenges.",https://images.launchbox-app.com/d9670882-5452-4795-a153-4ccd25912b60.jpg
F1 Race Stars Powered Up Edition,2013,3.61,,Racing,"F1 Race Stars takes the world of Formula One and reimagines it as a vibrant, cartoon-style arcade racer packed with power-ups and personality. Race as your favorite F1 drivers on fantastical tracks inspired by real-world circuits, transformed with loops, jumps, and shortcuts. Grab power-ups like bubbles to shield yourself, safety cars to slow rivals, or boost pickups for explosive speed. The Powered Up Edition includes all DLC content, adding extra tracks, drivers, and championships. Master the slipstream mechanic for turbo boosts, navigate dynamic track changes, and battle through chaotic multiplayer races.",https://images.launchbox-app.com/41580980-4287-4fbc-822c-fb00b195056a.jpg
Factotum,2015-09-17,,,Puzzle,"Guide two robots through an intricate mechanical world in this clever puzzle-platformer. Control both bots simultaneously or switch between them to solve mind-bending challenges that require precise coordination and timing. Use one robot's abilities to create paths for the other, activate switches, and manipulate the environment. The ingenious dual-character mechanic demands creative thinking as you navigate through beautifully designed industrial landscapes filled with hazards, platforms, and contraptions. Each puzzle builds upon the last, introducing new mechanics that test your spatial reasoning and multitasking skills.",https://images.launchbox-app.com/a5717337-3032-4b09-ade9-a32d86d77cc7.png
Falling Skies The Game,2014-10-07,3.5,,Action,"Step into the war-torn world of the hit television series in this third-person action shooter. As part of the human resistance fighting against an alien invasion, you'll lead squads through dangerous missions to reclaim Earth from the Espheni forces. Command your team strategically, utilizing cover-based combat and tactical positioning to survive encounters with Skitters, Mechs, and other deadly alien threats. Switch between multiple squad members, each with unique abilities and weapons, to adapt to different combat scenarios. Complete story-driven missions that expand the Falling Skies universe, scavenging resources and weapons while defending civilian survivors.",
Family Party 30 Great Games Obstacle Arcade,2012-11-18,2.52,,Party,"Gather your family and friends for a collection of 30 exciting mini-games designed to get everyone moving and competing together. Navigate obstacle courses, test your reflexes in arcade-style challenges, and compete in various physical activities using the Wii U GamePad and Wii Remote controllers. From balancing acts to racing challenges, each game is designed for quick, accessible fun that players of all ages and skill levels can enjoy. The game emphasizes motion controls and multiplayer competition, making it perfect for family gatherings and parties. Jump, dodge, and outmaneuver your opponents across a variety of colorful, energetic challenges.",https://images.launchbox-app.com/c6749a99-005d-42e9-9d77-31a49fb5c228.jpg
Family Tennis SP,,3.68,,,,https://images.launchbox-app.com/412d37f5-2cae-45d3-a62b-6841d54702f8.jpg
Fast & Furious - Showdown,2013-05-21,3.21,,Action,"Buckle up for high-octane cooperative action in this Fast & Furious experience built for two players. Team up locally or online to execute daring heists, precision driving sequences, and explosive combat missions inspired by the blockbuster film franchise. Switch between driving and shooting roles on the fly as you drift through crowded city streets, leap between moving vehicles, and take down rival crews. Features competitive multiplayer modes alongside the story-driven campaign where split-second teamwork makes the difference between victory and a spectacular crash. Master each character's unique abilities and vehicle specialties across diverse international locations.",
FAST Racing NEO,2015-12-10,4.25,81,Racing,Fast Racing Neo (stylized as FAST Racing NEO) is a futuristic racing video game developed by Shin'en Multimedia and released for the Wii U in December 2015. It is often compared to Nintendo's F-Zero franchise.,https://images.launchbox-app.com/15d41e3c-a09d-4788-9c11-2cd39dc33045.jpg
Fat City,,3.33,,,,https://images.launchbox-app.com/f4b0e1eb-7078-4d95-8387-0ca88758ea3a.png
Fat Dragons,,3.75,,,,https://images.launchbox-app.com/fb5f93f7-5703-4a1b-bb0a-5a8b689e25f0.png
Fatal Frame: Maiden of Black Water,2015-10-22,3.96,67,Action Adventure,"Fatal Frame: Maiden of Black Water is a survival horror video game developed by Koei Tecmoand published by Nintendo for the Wii U. The fifth main entry in the Fatal Frameseries, it was released in Japan in September 2014 and worldwide in October 2015. As with previous games in the series, players navigate areas filled with hostile ghosts which must be fought by taking photographs using the Camera Obscura, which is directly controlled using the Wii U Gamepad. A post-endgame story featuring Ayane, a character from the company's Dead or Alive series, is also available featuring altered gameplay mechanics.",https://images.launchbox-app.com/a0829fcf-b8d4-4c63-9d53-8f59203c40ab.jpg
FIFA Soccer 13,2012-11-18,3.72,,Sports,"Experience the beautiful game with FIFA Soccer 13, bringing EA Sports' acclaimed soccer simulation to Wii U with revolutionary GamePad integration. Manage your squad, call plays, and execute precise passes using the touchscreen controller while the action unfolds on your TV. The game features the revolutionary Player Impact Engine for realistic physicality, Complete Dribbling for unprecedented ball control, and Tactical Free Kicks that give you total control over set pieces. Choose from over 500 licensed teams across more than 30 leagues, including the Premier League, La Liga, and Serie A.",https://images.launchbox-app.com/b2e08ea2-2c70-41dd-83f4-2985fe078fd8.jpg
Fifteen,,3.5,,,,https://images.launchbox-app.com/3d8b79eb-a21b-4c05-9395-65b442733e28.png
Fist of the North Star Ken's Rage 2,2013-02-07,3.64,,Action,"Step into the brutal post-apocalyptic world of Fist of the North Star in this Dynasty Warriors-style brawler. Play as Kenpachi and other legendary fighters from the beloved manga and anime series as you unleash devastating martial arts techniques against massive hordes of enemies. Experience two distinct gameplay modes: Legend Mode follows the original manga storyline with enhanced narrative depth, while Dream Mode lets you rewrite history with alternative scenarios and character interactions. Master the signature Hokuto Shinken fighting style, trigger explosive finishing moves, and watch enemies literally explode from your pressure point strikes.",https://images.launchbox-app.com/0e7596f9-d150-464d-a8fc-ecc804bf4243.jpg
Fit Music,,3.68,,,,https://images.launchbox-app.com/dd9b7426-cac4-426a-9cde-2c49099decf1.png
Flapp & Zegeta,,3.18,,,,https://images.launchbox-app.com/31eb4139-b9cd-41fe-b2e4-239079df1084.png
Flight of Light,,2.75,,,,https://images.launchbox-app.com/95db8c23-d9d3-430e-b136-7c69745a6eae.png
Flowerworks HD - Follie's Adventure,2013,3.61,,Puzzle,"Guide Follie the fairy through a vibrant garden adventure in this match-three puzzle game with a twist. Launch flower buds from your cannon to create matches of three or more, clearing the board while growing beautiful blooms. Utilize the Wii U GamePad's touchscreen and motion controls to aim precisely and unleash powerful special moves. Progress through increasingly challenging stages across multiple garden worlds, each bursting with colorful flora and creative obstacles. Master combo chains to earn higher scores and unlock new abilities. The HD visuals bring the whimsical garden to life with crisp detail and smooth animations, making every successful match a visual delight.",
Forest Escape,2018-08-02,,,Arcade,"Run for your life through a dangerous forest in this endless runner arcade game. Danger breathes down your neck, gaining speed with every moment as you dodge trees and obstacles in your desperate escape. Navigate through the perilous woodland environment while the threat behind you grows ever closer. Test your reflexes and see how far you can survive in this fast-paced escape challenge. Developed by RandomSpin for the Wii U eShop.",https://images.launchbox-app.com/37728180-d594-42ed-8405-bab4e5359e71.png
forma.8,2017-02-23,4.17,,Action-Adventure,"Guide a small exploration probe through a beautiful alien world filled with ancient mysteries and dangerous creatures. In this atmospheric Metroidvania, you crash-land on a distant planet and must navigate intricate cave systems, solve environmental puzzles, and acquire new abilities to access previously unreachable areas. The game features stunning hand-drawn visuals with a unique geometric art style, physics-based gameplay mechanics, and a haunting ambient soundtrack. Combat hostile lifeforms using your probe's limited arsenal while carefully managing energy reserves.",https://images.launchbox-app.com/ddc399a5-35ff-4f20-b913-bddbba464471.png
Frederic Ressurection of Music,2014,3.7,,Rhythm,"Step into the shoes of legendary composer Frederic Chopin, resurrected in modern times to reclaim his musical legacy. This unique rhythm game blends classical piano masterpieces with contemporary beats as you battle your way through musical duels across the globe. Tap, hold, and release notes in perfect timing to Chopin's reimagined compositions, now infused with rock, electronic, and jazz influences. Face off against quirky opponents who've corrupted classical music, from Vegas showgirls to fame-hungry pop stars. Master increasingly complex piano performances while uncovering a story that mixes humor with musical heritage.",
Free Balling,,2.6,,,,https://images.launchbox-app.com/e3d2c70b-a5ff-47bb-8327-05d18df283a4.png
Freedom Planet,2015-08-20,4.13,84,Action,"Freedom Planet is a 2D platform video game developed and published by GalaxyTrail, a studio set up by designer Stephen DiDuro. The player controls one of three anthropomorphic animal protagonists: the dragon Lilac, the wildcat Carol, or the basset hound Milla. Aided by the duck-like Torque, the player attempts to defeat Lord Brevon, who plans to conquer the galaxy. While the game focuses on fast-paced platforming, its levels are interspersed with slower action scenes.",https://images.launchbox-app.com/6b23a1a7-ec7a-4e11-a2d2-17c0f40193b9.jpg
FreezeME,2016-12-23,3.81,,Platformer,"FreezeME is a 3D collectathon platformer that pays homage to the classic Nintendo 64 era of gaming. Play as R, a young girl accompanied by her trusty companion M, a sentient camera with the unique ability to freeze enemies and objects in time. Explore colorful, open worlds filled with secrets, coins, and golden cubes to collect as you work to rescue R's best friend from the clutches of the villainous Fat the Cat. Use M's freezing powers strategically to solve environmental puzzles, create platforms, and stop enemies in their tracks.",https://images.launchbox-app.com/1cccff83-117b-4f15-8147-9cf07766395f.png
Frenchy Bird,,2.27,,,,https://images.launchbox-app.com/729b7081-9f88-47ee-b3f8-f6ee2071f866.png
FullBlast,2017-05-11,3.83,,Shoot 'em up,"FullBlast is a vertical-scrolling shoot 'em up that delivers classic arcade action with modern polish. Pilot your fighter through intense bullet-hell battles across multiple stages, each packed with enemy formations, environmental hazards, and massive boss encounters. Collect power-ups to upgrade your weapons and unleash devastating special attacks. The game features vibrant graphics, a pulse-pounding soundtrack, and responsive controls optimized for quick reflexes. With multiple difficulty settings and score-based gameplay, it challenges you to master intricate bullet patterns and discover optimal routes through each level.",https://images.launchbox-app.com/1c62303a-3624-4896-9a34-87a44fcb8f42.png
Funk of Titans,2015-01-09,3.4,,Platformer,"Jump, slide, and groove through a vibrant world of Greek mythology with a funky twist. As Perseus, champion of the Funk, battle the gods of Pop, Rap, and Rock in an endless running platformer that combines rhythm and reflexes. Dash through colorful environments, collect vinyl records, and unlock new gear to boost your abilities. Time your jumps and attacks to the beat as you face mythological creatures reimagined with musical flair. Master over 40 levels across three unique worlds, each with its own musical style and challenges. Compete for high scores and perfect runs while building your collection of weapons and costumes.",https://images.launchbox-app.com/4c7ba8f3-7eed-4695-a4fe-79d918710700.png
Funky Barn,2012-11-18,3.64,,Simulation,"Manage your own vibrant farm in this charming simulation where you'll raise animals, grow crops, and keep your barnyard running smoothly. Juggle the needs of chickens, cows, pigs, and sheep while dealing with unexpected challenges like pesky wolves and UFO invasions. Use the Wii U GamePad to interact directly with your farm, tapping to feed animals, collect resources, and build new facilities. Expand your operation by purchasing equipment like egg incubators and wool spinners to process goods and earn more coins. The quirky art style and upbeat soundtrack create a cheerful atmosphere as you balance productivity with the chaos of farm life.",https://images.launchbox-app.com/41328172-4581-4d12-8b54-2947d33367bf.jpg
Funky Physics,,4.1,,,,https://images.launchbox-app.com/036561c8-44fd-42fa-a0e0-098bfacec882.png
Futuridium EP Deluxe,2014-09-04,4.25,,Action,"Pilot a nimble spacecraft through a retro-futuristic gauntlet of geometric obstacles and enemy defenses in this fast-paced shoot 'em up. Your mission: destroy energy cubes scattered throughout massive capital ships, then escape before it's too late. Speed is essential as you weave through tight corridors, dodge deadly barriers, and engage hostile forces with precision shooting. The minimalist aesthetic combines stark wireframe visuals with pulsing electronic music, creating an intense arcade experience. Master the art of quick reflexes and spatial awareness across multiple challenging levels, each demanding perfect runs and strategic cube destruction sequences.",https://images.launchbox-app.com/a60b71b5-072c-4daf-9882-021d0dcc7995.png
Gaiabreaker,,3.0,,,,https://images.launchbox-app.com/329c920a-b098-42ea-b9e2-3bf9fe691d3b.png
Galaxy Blaster,,2.38,,,"Defend your base from waves of incoming alien ships in this arcade-style shooter. Control your paddle to move left or right across the screen, tapping to fire your blaster at approaching enemies. The challenge intensifies as alien vessels close in on your position. Miss too many targets and they'll breach your defenses, ending your run. Simple touch controls combine with classic arcade action for quick, accessible gameplay sessions. Battle through increasingly difficult waves to achieve high scores and test your reflexes against the alien invasion.",https://images.launchbox-app.com/cf732702-0f10-4a31-ad4f-9d7d4cfd1a85.png
Game & Wario,2013-06-23,3.42,61,Miscellaneous,"Game & Wario is a party video game in the WarioWare series developed by Nintendo for the Wii U, named after the series of electronic games known as Game & Watch. It is the eighth game in the WarioWare Series. The game revolves around 16 minigames played using the Wii U GamePad. The game was released in Japan on March 28, 2013, North America on June 23, 2013, Europe on June 28, 2013, and Australia on June 29, 2013.",https://images.launchbox-app.com/259714bc-a397-4737-b08a-15ca5e714a1e.jpg
Game Party Champions,2012-11-18,3.1,,Party,"Game Party Champions brings motion-controlled party gaming to Wii U with a collection of competitive mini-games designed for group play. Challenge friends and family across activities including table hockey, basketball, bocce ball, darts, table football, and ping pong. The GamePad integration adds unique asymmetric gameplay possibilities, allowing one player to use the controller differently than those with Wiimotes. Each game features accessible controls that welcome casual players while offering enough depth for competitive matches. Track your progress, earn trophies, and climb the leaderboards as you master each activity.",https://images.launchbox-app.com/32f7f942-d98b-4c2a-8669-c92d15366197.jpg
Games for Toddlers,2016-09-01,3.0,,Educational/Puzzle,"A collection of four simple mini-games designed for young children using the Wii U GamePad touchscreen. Includes A-Mazing, a top-down maze navigator with three difficulty sizes; Icy Block Stacker, an arctic-themed block-stacking game where you tap to drop penguin blocks; an egg collection game; and one additional activity. All games use touch controls and feature colorful, child-friendly visuals aimed at toddlers. Short play sessions make it suitable for young attention spans, though gameplay is simple and straightforward throughout the collection. Sources: - [Games For Toddlers Review (Wii U eShop) | Nintendo Life](https://www.nintendolife.com/reviews/wiiu-eshop/games_for_toddlers) - [Game",https://images.launchbox-app.com/6890d92a-b833-410e-9d1b-ee7405235b77.png
Gear Gauntlet,2016-09-15,4.25,,Action/Arcade,"Control a spinning cog racing through increasingly punishing gauntlets in this fast-paced 2D action arcade game. Boost, teleport, reverse and rotate to survive as the auto-scrolling screen relentlessly pursues you - fall behind and it's game over. Collect gear medallions and navigate through colored path blockers while avoiding barriers that damage your gear on higher difficulties. Features hand-drawn gritty artwork and a rock soundtrack with shredding guitars, creating an intense test of reflexes and patience across multiple difficulty modes. Sources: - [Gear Gauntlet Review (Wii U eShop) | Nintendo Life](https://www.nintendolife.com/reviews/wiiu-eshop/gear_gauntlet) - [Gear Gauntlet Arriv",https://images.launchbox-app.com/dcbd1877-80f6-49e7-b83d-9e59165a1282.png
Gemology,2015-10-01,3.64,,Puzzle,"A gravity-based puzzle game combining elements of Tetris and Bejeweled with unique mechanics. Features two distinct modes: Lapidiary challenges players to solve pre-designed puzzles by mining gem formations through strategic rock placement and row completion, while Annealiation offers arcade-style high-score gameplay where you tap, drag, and combine gems to create massive stones. Supports multiple GamePad configurations including Off-TV play and an Observer Mode for spectators.",https://images.launchbox-app.com/81cd3016-2219-4290-81f6-2a0c308320f1.png
Geom,2014-06-19,3.94,,Puzzle,"A budget puzzle game where players race against the clock to identify and tap geometric shapes on the GamePad touchscreen. Features three distinct game modes: grouping identical shapes together, finding specific shapes among distractors, and locating bonus shapes. Created by solo developer Pablo Millan, this fast-paced score-chaser challenges spatial recognition and quick reflexes across progressively difficult timed challenges. All gameplay uses touchscreen controls, with simple mechanics designed for quick pick-up-and-play sessions. Sources: - [GEOM Review (Wii U eShop) | Nintendo Life](https://www.nintendolife.com/reviews/wiiu-eshop/geom) - [GEOM (Wii U eShop)- Review – Seafoam Gaming](h",https://images.launchbox-app.com/c84bd585-2fed-4568-8be9-9ecd79b726c6.png
GetClose,,3.68,,,,https://images.launchbox-app.com/a00d0d1a-8022-434d-84ca-b37e2f9b1f6d.png
Ghost Blade HD,2017,3.55,,Shoot 'em up,"Ghost Blade HD brings classic bullet hell arcade action to the Wii U with stunning high-definition visuals and relentless intensity. Choose from three unique fighters, each with distinct weapons and shot patterns, as you battle through five challenging stages filled with massive bosses and intricate bullet patterns. Master the risk-reward scoring system by collecting ghosts in close combat while weaving through dense projectile curtains. Features multiple difficulty modes from beginner-friendly to hardcore danmaku expert levels, plus Score Attack and Caravan modes for competitive play.",https://images.launchbox-app.com/d87d83f5-9abe-4c26-a7f7-9ecc48c770e8.png
Giana Sisters - Twisted Dreams,2013-11-14,4.02,,Platformer,"Transform between two dream worlds in this beautiful platformer featuring punk rock Giana and her cute alter ego. Switch between personalities on the fly to navigate twisted dreamscapes filled with enemies, traps, and secrets. Each world transformation changes the environment, music, and Giana's abilities—cute Giana twirls gracefully through the air while punk Giana dashes powerfully through obstacles. Master both forms to conquer over 20 challenging levels packed with collectibles and hidden pathways. The dynamic soundtrack shifts seamlessly between gentle melodies and hard rock as you swap worlds, creating an immersive audio-visual experience that responds to your every move.",https://images.launchbox-app.com/35313c89-8a1e-4b2a-9c02-270f9488138f.jpg
Giana Sisters - Twisted Dreams Director's Cut,2013-11-13,3.88,,Platformer,"Transform between two worlds in this visually stunning platformer featuring the legendary Giana. Switch between cute Giana and her punk alter-ego at will, warping the dreamworld around you to reveal new paths and abilities. Each transformation changes not only Giana's appearance and powers but the entire environment and soundtrack. Navigate through twisted landscapes filled with challenging enemies and hazardous obstacles. Master precise platforming mechanics, collect crystals, and use each sister's unique abilities to overcome increasingly complex puzzles.",
Girls Like Robots,2013-12-05,4.0,,Puzzle,"Girls Like Robots is a charming logic puzzle game where you arrange dinner party seating to keep everyone happy. Place guests strategically across increasingly complex scenarios - girls prefer sitting next to robots, boys want to be near girls, robots clash with each other, and nobody wants to sit by nerds or pie. Each level presents a unique grid-based challenge requiring careful planning to maximize happiness scores. The game evolves from simple parties to weddings, beaches, and concerts, introducing new character types and special rules that dramatically shift your strategy.",https://images.launchbox-app.com/6a7d9381-6a15-4939-b2d3-9a36c9cfb40d.png
